###Seconds (since Midnight UTC) 	 Chan 0 rate 	 Error in Chan0 	 Chan 1 rate 	 Error in Chan1 	 Chan 2 rate 	 Error in Chan2 	 Chan 3 rate 	 Error in Chan3 	 Trigger rate	Error in Triggers 	 Raw BA output 	 Temp (DegC) 	 Bus Voltage 	 #GPS satellites in view 
75398	18.92691	0.25076	19.15282	0.25225	18.76744	0.24970	18.58804	0.24850	7.78738	0.16085	1037	13.4	3.31	07
75698	19.08333	0.25221	19.06000	0.25206	18.96667	0.25144	18.93667	0.25124	7.77667	0.16100	1037	13.2	3.31	07
75999	19.20598	0.25260	19.85714	0.25685	19.00332	0.25126	18.72425	0.24941	7.84385	0.16143	1037	12.9	3.31	09
76300	18.66113	0.24899	19.05648	0.25162	18.81395	0.25001	18.52159	0.24806	7.73422	0.16030	1037	12.7	3.305	10
76601	19.52159	0.25467	19.55150	0.25486	18.83056	0.25012	18.59801	0.24857	7.87043	0.16170	1037	12.5	3.31	10
76902	19.23588	0.25280	19.52492	0.25469	18.82392	0.25008	18.42857	0.24744	7.98007	0.16282	1038	12.2	3.3	08
77203	18.92027	0.25072	19.24585	0.25286	18.43189	0.24746	18.60797	0.24864	7.64452	0.15936	1038	12.3	3.31	08
77504	19.14950	0.25223	19.39867	0.25386	19.21262	0.25264	18.67110	0.24906	7.76080	0.16057	1038	12.1	3.31	07
77804	19.13000	0.25252	19.58000	0.25547	18.86333	0.25075	18.75333	0.25002	7.85333	0.16180	1038	11.9	3.31	08
78105	19.25249	0.25291	19.58804	0.25510	18.59136	0.24853	18.70432	0.24928	7.99668	0.16299	1038	12	3.31	09
78406	19.26246	0.25297	19.23920	0.25282	19.18605	0.25247	18.81728	0.25003	8.08306	0.16387	1038	12.1	3.31	07
78707	19.29900	0.25321	19.67774	0.25568	18.96013	0.25098	19.13289	0.25212	7.85382	0.16153	1038	12	3.31	05
79008	19.05648	0.25162	19.60465	0.25521	19.00000	0.25124	18.98339	0.25113	8.09967	0.16404	1038	12	3.305	07
79309	18.85050	0.25025	19.33555	0.25345	18.66445	0.24901	18.74751	0.24957	7.86379	0.16163	1038	11.9	3.31	09
79610	18.48505	0.24781	19.17608	0.25240	18.61130	0.24866	18.44518	0.24755	7.55482	0.15843	1038	11.9	3.31	09
79910	19.04333	0.25195	19.41667	0.25441	18.75667	0.25004	18.65667	0.24938	7.82667	0.16152	1038	11.9	3.31	08
80211	19.21262	0.25264	18.95681	0.25096	18.24252	0.24618	18.47176	0.24773	7.62791	0.15919	1038	11.7	3.31	09
80512	19.21595	0.25267	19.53488	0.25475	19.05980	0.25164	18.90365	0.25060	7.76412	0.16061	1038	11.8	3.31	08
80813	19.21927	0.25269	19.67442	0.25566	18.89369	0.25054	18.47176	0.24773	7.62126	0.15912	1038	11.7	3.3	08
81114	19.09302	0.25186	19.39535	0.25384	18.67442	0.24908	18.46844	0.24770	7.63123	0.15923	1038	11.6	3.305	08
81415	18.78405	0.24981	19.22591	0.25273	18.90033	0.25058	18.63123	0.24879	7.64120	0.15933	1038	11.5	3.31	06
81716	19.32226	0.25336	19.80066	0.25648	19.32890	0.25341	18.92027	0.25072	8.11296	0.16417	1038	11.6	3.31	10
82016	19.18000	0.25285	20.14000	0.25910	18.72000	0.24980	18.15333	0.24599	7.63667	0.15955	1039	11.6	3.31	10
82317	18.96678	0.25102	19.21595	0.25267	18.95017	0.25091	18.20266	0.24591	7.58804	0.15877	1038	11.6	3.31	10
82618	18.85382	0.25027	19.86711	0.25691	18.98339	0.25113	18.66445	0.24901	7.83721	0.16136	1038	11.7	3.31	10
82919	18.88040	0.25045	18.94352	0.25087	18.47841	0.24777	18.48837	0.24784	7.59801	0.15888	1039	11.7	3.305	07
83220	18.62791	0.24877	19.13621	0.25214	18.65116	0.24893	18.49502	0.24788	7.65781	0.15950	1039	11.7	3.296	07
83521	18.97342	0.25107	19.10963	0.25197	18.99668	0.25122	18.62458	0.24875	7.57807	0.15867	1039	11.6	3.305	07
83822	18.71429	0.24935	19.34884	0.25354	18.84718	0.25023	18.57807	0.24844	7.79402	0.16092	1039	11.5	3.31	06
84122	19.19667	0.25296	19.64000	0.25586	18.89000	0.25093	18.67333	0.24949	7.75333	0.16076	1039	11.5	3.31	05
84423	19.18937	0.25249	19.35548	0.25358	18.30897	0.24663	18.62458	0.24875	7.75748	0.16054	1039	11.6	3.31	05
84724	18.78073	0.24979	19.21262	0.25264	18.84385	0.25021	18.88704	0.25049	7.70100	0.15995	1039	11.5	3.305	05
85025	19.08970	0.25184	19.26578	0.25299	18.83056	0.25012	18.64784	0.24890	7.70100	0.15995	1039	11.4	3.31	06
85326	18.75083	0.24959	19.20598	0.25260	18.42857	0.24744	18.66777	0.24904	7.43189	0.15713	1039	11.5	3.31	06
85627	18.79402	0.24988	19.09635	0.25188	18.78405	0.24981	18.33223	0.24679	7.72093	0.16016	1039	11.4	3.31	06
85928	18.60797	0.24864	19.38206	0.25376	18.50166	0.24793	18.99668	0.25122	7.79734	0.16095	1039	11.5	3.31	06
