###Seconds (since Midnight UTC) 	 Chan 0 rate 	 Error in Chan0 	 Chan 1 rate 	 Error in Chan1 	 Chan 2 rate 	 Error in Chan2 	 Chan 3 rate 	 Error in Chan3 	 Trigger rate	Error in Triggers 	 Raw BA output 	 Temp (DegC) 	 Bus Voltage 	 #GPS satellites in view 
62954	17.67774	0.24234	18.31894	0.24670	17.58140	0.24168	17.95681	0.24425	7.13621	0.15398	1056	15	3.31	05
63255	18.43854	0.24750	18.83056	0.25012	18.15615	0.24560	18.34884	0.24690	7.54485	0.15832	1056	15.2	3.31	06
63556	17.62791	0.24200	18.34551	0.24688	17.60465	0.24184	17.89701	0.24384	7.22591	0.15494	1056	15.3	3.31	06
63857	18.44518	0.24755	18.75415	0.24961	18.09967	0.24522	18.18605	0.24580	7.33223	0.15608	1056	15.2	3.31	04
64157	18.16333	0.24606	18.85333	0.25069	17.70000	0.24290	18.29667	0.24696	7.40000	0.15706	1056	14.9	3.31	06
64458	18.08970	0.24515	18.55814	0.24830	17.90698	0.24391	17.96013	0.24427	7.39535	0.15675	1056	14.7	3.31	06
64759	17.58472	0.24170	17.92691	0.24404	17.61794	0.24193	17.93688	0.24411	7.25249	0.15522	1056	14.8	3.31	07
65060	18.08306	0.24511	18.57143	0.24839	17.65116	0.24216	17.66445	0.24225	7.29900	0.15572	1056	15.2	3.305	08
65361	17.77076	0.24298	18.53156	0.24813	17.70100	0.24250	17.80066	0.24318	7.22591	0.15494	1056	15.3	3.31	09
65662	17.91694	0.24398	18.49502	0.24788	17.69103	0.24243	17.61130	0.24189	7.09967	0.15358	1056	15.7	3.31	08
65963	18.01661	0.24465	18.36877	0.24703	18.23256	0.24612	18.37209	0.24706	7.52159	0.15808	1056	15.6	3.31	08
66263	18.17667	0.24615	18.56333	0.24875	18.06000	0.24536	17.80000	0.24358	7.40667	0.15713	1056	15.4	3.31	08
66564	18.31894	0.24670	18.70764	0.24930	17.91362	0.24395	18.18272	0.24578	7.56478	0.15853	1056	15.5	3.305	08
66865	18.35880	0.24697	18.70100	0.24926	18.37874	0.24710	18.26910	0.24636	7.65781	0.15950	1056	15.7	3.31	07
67166	17.71429	0.24259	18.29568	0.24654	17.99336	0.24450	17.86379	0.24361	7.28239	0.15554	1056	15.5	3.31	05
67467	18.00000	0.24454	18.43854	0.24750	18.10631	0.24526	18.15947	0.24562	7.35548	0.15632	1056	15.3	3.3	07
67768	17.57475	0.24164	18.14286	0.24551	17.97342	0.24436	17.99336	0.24450	7.19934	0.15465	1056	15.8	3.31	06
68069	17.73422	0.24273	18.27907	0.24643	17.69103	0.24243	17.47841	0.24097	7.19934	0.15465	1056	15.9	3.296	05
68369	17.48000	0.24138	18.39000	0.24759	17.52667	0.24171	17.75333	0.24326	7.19667	0.15488	1056	16	3.31	06
68670	17.81063	0.24325	18.64120	0.24886	18.17940	0.24576	18.40532	0.24728	7.41528	0.15696	1056	15.7	3.305	05
68971	17.97674	0.24438	18.28239	0.24645	17.63455	0.24205	17.68771	0.24241	7.08638	0.15344	1056	15.6	3.291	06
69272	18.35880	0.24697	18.44518	0.24755	18.11628	0.24533	18.02658	0.24472	7.62791	0.15919	1056	15.9	3.305	09
69573	17.31229	0.23982	17.96678	0.24432	17.43189	0.24065	17.86711	0.24364	7.06977	0.15326	1056	16.2	3.31	05
69874	17.95681	0.24425	18.62791	0.24877	17.82392	0.24334	17.54817	0.24145	7.33887	0.15615	1056	15.7	3.31	08
70175	18.32558	0.24674	18.76412	0.24968	18.41196	0.24732	18.24252	0.24618	7.63787	0.15930	1056	15.5	3.31	07
70475	18.10333	0.24565	18.70000	0.24967	18.04000	0.24522	18.09333	0.24558	7.44333	0.15752	1056	15.5	3.296	09
70776	18.38206	0.24712	19.10299	0.25192	18.49169	0.24786	18.25581	0.24627	7.60133	0.15891	1056	15.5	3.271	09
71077	18.31229	0.24665	18.62458	0.24875	18.10963	0.24529	18.09635	0.24520	7.45847	0.15741	1056	15.4	3.31	07
71378	18.50166	0.24793	18.49834	0.24790	18.08306	0.24511	18.00664	0.24459	7.45847	0.15741	1056	15.1	3.31	10
71679	18.29568	0.24654	18.82392	0.25008	18.05980	0.24495	17.90365	0.24389	7.33223	0.15608	1056	14.9	3.31	08
71980	17.44186	0.24072	18.38538	0.24715	17.74751	0.24282	18.16944	0.24569	7.12957	0.15390	1056	15.1	3.31	09
72281	17.90698	0.24391	18.28571	0.24647	17.88704	0.24377	18.14950	0.24556	7.34551	0.15622	1056	15.2	3.31	09
72581	18.41000	0.24772	18.68333	0.24956	18.03333	0.24518	18.26667	0.24676	7.49667	0.15808	1056	14.8	3.296	07
72882	18.35216	0.24692	18.89701	0.25056	18.02658	0.24472	18.22259	0.24605	7.54485	0.15832	1056	15.1	3.305	08
73183	18.16944	0.24569	18.34219	0.24686	17.80066	0.24318	18.26246	0.24632	7.51495	0.15801	1056	14.9	3.31	06
73484	18.00000	0.24454	18.66113	0.24899	18.06645	0.24499	18.16944	0.24569	7.55482	0.15843	1056	14.8	3.305	06
73785	17.92691	0.24404	18.22591	0.24607	18.04319	0.24483	17.90698	0.24391	7.39535	0.15675	1056	14.8	3.31	08
74086	18.18272	0.24578	19.05980	0.25164	18.24585	0.24621	17.99668	0.24452	7.54153	0.15829	1056	15.1	3.31	07
74387	17.62458	0.24198	18.30233	0.24659	18.01993	0.24468	17.88040	0.24373	7.24917	0.15519	1056	15.8	3.31	09
74687	18.10667	0.24567	18.48000	0.24819	17.90000	0.24427	18.17667	0.24615	7.31333	0.15613	1056	15.8	3.296	07
74988	17.72425	0.24266	18.45183	0.24759	17.82392	0.24334	17.92359	0.24402	7.25581	0.15526	1056	15.5	3.31	08
75289	17.82060	0.24332	18.55814	0.24830	17.89701	0.24384	17.89369	0.24382	7.20266	0.15469	1056	15.3	3.31	06
75590	18.01993	0.24468	18.54817	0.24824	17.86379	0.24361	18.04651	0.24486	7.34884	0.15625	1056	15.3	3.31	08
75891	18.41860	0.24737	18.47508	0.24775	18.19601	0.24587	18.14618	0.24553	7.58804	0.15877	1056	15.9	3.31	09
76192	17.30233	0.23976	18.05316	0.24490	17.44518	0.24074	17.48837	0.24104	7.00664	0.15257	1056	16.2	3.31	08
76493	17.86047	0.24359	18.17608	0.24573	18.00332	0.24456	17.86379	0.24361	7.14950	0.15412	1056	15.9	3.31	09
76793	17.78000	0.24345	18.42667	0.24784	18.17000	0.24610	17.96000	0.24468	7.28333	0.15581	1056	15.8	3.305	07
77094	17.59468	0.24177	18.45847	0.24764	17.56146	0.24154	17.49834	0.24111	7.05980	0.15315	1056	16	3.31	07
77395	17.82724	0.24337	18.34219	0.24686	17.89369	0.24382	17.73090	0.24271	7.18937	0.15455	1056	16.1	3.31	08
77696	17.96346	0.24429	18.64784	0.24890	17.87375	0.24368	17.98671	0.24445	7.35216	0.15629	1056	16.3	3.31	09
77997	18.01993	0.24468	18.68439	0.24915	17.66113	0.24223	17.97010	0.24434	7.33887	0.15615	1056	16.1	3.305	09
78298	17.46512	0.24088	18.48173	0.24779	17.88704	0.24377	17.66445	0.24225	7.27243	0.15544	1056	15.7	3.31	05
78599	18.03322	0.24477	18.64452	0.24888	17.84385	0.24348	18.00000	0.24454	7.42857	0.15710	1056	15.9	3.3	08
78899	18.00667	0.24499	18.39667	0.24763	17.99667	0.24493	17.85667	0.24397	7.40000	0.15706	1056	16.2	3.3	07
79200	18.05980	0.24495	18.36877	0.24703	18.17940	0.24576	18.43854	0.24750	7.56811	0.15857	1056	16.2	3.31	08
79501	18.26910	0.24636	18.66113	0.24899	17.89037	0.24380	17.99003	0.24447	7.56478	0.15853	1056	15.9	3.31	08
79802	18.13953	0.24549	18.98007	0.25111	18.20598	0.24594	18.23920	0.24616	7.84053	0.16139	1056	15.8	3.31	09
80103	18.00332	0.24456	18.38538	0.24715	18.02990	0.24474	18.10631	0.24526	7.19601	0.15462	1056	15.5	3.31	07
80404	17.60133	0.24182	18.15282	0.24558	18.07973	0.24508	17.68106	0.24237	7.21927	0.15487	1056	15.2	3.305	08
80704	17.36333	0.24058	17.76000	0.24331	17.55333	0.24189	17.36000	0.24055	6.96000	0.15232	1056	15.5	3.305	09
81005	17.81395	0.24327	18.44850	0.24757	17.81395	0.24327	18.22591	0.24607	7.28904	0.15562	1055	15.3	3.31	06
81306	18.06312	0.24497	18.47841	0.24777	17.74751	0.24282	17.42193	0.24058	7.23256	0.15501	1056	15.2	3.31	08
81607	17.76412	0.24293	18.51163	0.24799	17.76744	0.24296	17.92027	0.24400	7.30565	0.15579	1056	15.4	3.305	10
81908	18.12957	0.24542	18.62126	0.24873	18.24252	0.24618	18.21927	0.24603	7.47841	0.15762	1056	15.1	3.305	10
82209	17.62458	0.24198	18.21262	0.24598	17.86379	0.24361	18.06977	0.24502	7.23256	0.15501	1056	15	3.31	09
82510	18.26910	0.24636	18.34884	0.24690	17.67110	0.24230	17.79402	0.24314	7.31561	0.15590	1056	15.4	3.31	07
82810	17.73667	0.24315	18.62333	0.24915	17.60333	0.24223	18.13000	0.24583	7.29333	0.15592	1055	15.2	3.31	08
83111	17.69767	0.24248	18.30233	0.24659	17.57143	0.24161	17.81063	0.24325	7.10963	0.15369	1055	15	3.31	06
83412	18.21595	0.24600	18.87708	0.25043	18.17940	0.24576	18.02326	0.24470	7.59468	0.15884	1055	15.3	3.305	05
83713	17.81395	0.24327	17.81728	0.24330	17.58472	0.24170	17.78405	0.24307	7.12957	0.15390	1055	15.3	3.31	06
84014	17.93023	0.24407	18.32558	0.24674	17.59136	0.24175	18.22924	0.24609	7.28239	0.15554	1055	15.5	3.305	06
84315	18.07641	0.24506	18.76412	0.24968	17.99336	0.24450	18.18605	0.24580	7.36545	0.15643	1055	15.5	3.31	06
84616	18.04319	0.24483	18.32890	0.24677	18.01993	0.24468	17.64120	0.24209	7.23256	0.15501	1055	15.5	3.31	06
84916	17.78667	0.24349	17.98333	0.24484	17.93000	0.24447	17.65000	0.24256	7.03333	0.15312	1055	15.9	3.31	05
85217	17.30565	0.23978	18.37874	0.24710	17.76412	0.24293	17.73422	0.24273	7.03987	0.15293	1055	15.8	3.3	05
85518	18.24917	0.24623	19.09302	0.25186	18.17940	0.24576	17.91362	0.24395	7.50831	0.15794	1055	15.6	3.31	05
85819	18.15282	0.24558	18.52159	0.24806	17.63123	0.24202	18.19601	0.24587	7.47508	0.15759	1055	15.6	3.31	06
