###Seconds (since Midnight UTC) 	 Chan 0 rate 	 Error in Chan0 	 Chan 1 rate 	 Error in Chan1 	 Chan 2 rate 	 Error in Chan2 	 Chan 3 rate 	 Error in Chan3 	 Trigger rate	Error in Triggers 	 Raw BA output 	 Temp (DegC) 	 Bus Voltage 	 #GPS satellites in view 
19029	18.00332	0.24456	18.31561	0.24668	18.17276	0.24571	18.31561	0.24668	7.27575	0.15547	1053	12.4	3.315	09
19330	18.11628	0.24533	18.69767	0.24924	18.36877	0.24703	18.69103	0.24919	7.42193	0.15703	1053	12.5	3.31	07
19631	18.47508	0.24775	18.84053	0.25019	18.46512	0.24768	18.68771	0.24917	7.54153	0.15829	1053	12.6	3.305	09
19931	17.57667	0.24205	18.19000	0.24624	17.92333	0.24443	18.01667	0.24506	7.35000	0.15652	1053	12.8	3.31	08
20232	18.00664	0.24459	18.24252	0.24618	17.73754	0.24275	18.10963	0.24529	7.24585	0.15515	1053	13	3.291	07
20533	17.71096	0.24257	18.87708	0.25043	17.93688	0.24411	18.54485	0.24822	7.44186	0.15724	1053	13.2	3.31	09
20834	18.17276	0.24571	18.32890	0.24677	17.68439	0.24239	18.35880	0.24697	7.32890	0.15604	1053	13.4	3.31	09
21135	18.25914	0.24630	18.72757	0.24944	18.13289	0.24544	18.58804	0.24850	7.58472	0.15874	1053	13.8	3.31	08
21436	17.85382	0.24355	18.59801	0.24857	17.95681	0.24425	18.40864	0.24730	7.51827	0.15804	1053	14	3.31	08
21737	18.25914	0.24630	18.50831	0.24797	18.18937	0.24582	18.37874	0.24710	7.50831	0.15794	1053	13.9	3.305	07
22037	18.43667	0.24790	19.04000	0.25193	18.27333	0.24680	18.85000	0.25067	7.82667	0.16152	1053	14	3.31	08
22338	18.20266	0.24591	19.04651	0.25155	18.29236	0.24652	18.30897	0.24663	7.35880	0.15636	1053	14.1	3.3	08
22639	18.36213	0.24699	18.80066	0.24992	18.37874	0.24710	18.56811	0.24837	7.70764	0.16002	1053	14.1	3.3	09
22940	18.13953	0.24549	18.99003	0.25118	18.22259	0.24605	18.27575	0.24641	7.57143	0.15860	1053	14	3.31	08
23241	18.12625	0.24540	18.72757	0.24944	18.08638	0.24513	18.27575	0.24641	7.42525	0.15706	1053	14.1	3.31	08
23542	18.02326	0.24470	18.56478	0.24835	18.11628	0.24533	18.32226	0.24672	7.32890	0.15604	1053	14.1	3.305	06
23843	18.19269	0.24585	18.81063	0.24999	17.99003	0.24447	18.27907	0.24643	7.48505	0.15769	1053	14.2	3.31	07
24143	17.94333	0.24456	19.05333	0.25201	18.07667	0.24547	18.21000	0.24637	7.39667	0.15702	1054	14.4	3.31	08
24444	17.52159	0.24127	18.13953	0.24549	17.70764	0.24255	17.91362	0.24395	7.26910	0.15540	1054	14.4	3.31	08
24745	18.16944	0.24569	18.57807	0.24844	17.91030	0.24393	18.16279	0.24565	7.49502	0.15780	1054	14.4	3.3	06
25046	18.43854	0.24750	19.05648	0.25162	18.25249	0.24625	18.35548	0.24694	7.53821	0.15825	1054	14.3	3.291	05
25347	17.77741	0.24303	18.29568	0.24654	17.95349	0.24423	18.12957	0.24542	7.31229	0.15586	1054	14.2	3.31	07
25648	18.09635	0.24520	18.76080	0.24966	17.96013	0.24427	18.15282	0.24558	7.54153	0.15829	1054	14.4	3.31	08
25949	18.08306	0.24511	18.53821	0.24817	17.80066	0.24318	18.17608	0.24573	7.31561	0.15590	1054	14.2	3.31	07
26249	18.41000	0.24772	18.93333	0.25122	18.54667	0.24864	18.46333	0.24808	7.73000	0.16052	1054	13.3	3.291	07
26550	18.13289	0.24544	18.67110	0.24906	18.02990	0.24474	18.33223	0.24679	7.37542	0.15653	1054	12.8	3.31	08
26851	18.23588	0.24614	18.31894	0.24670	17.84053	0.24346	18.03322	0.24477	7.45183	0.15734	1054	12.6	3.31	07
27152	18.68771	0.24917	18.89037	0.25052	18.64120	0.24886	18.77076	0.24972	7.66113	0.15954	1054	12.7	3.31	08
27453	18.52159	0.24806	18.52159	0.24806	18.24585	0.24621	18.10963	0.24529	7.46512	0.15748	1054	12.8	3.31	10
27754	18.23920	0.24616	18.82060	0.25005	18.30233	0.24659	18.36213	0.24699	7.68439	0.15978	1054	12.7	3.31	09
28055	18.38538	0.24715	19.22259	0.25271	18.39535	0.24721	18.56146	0.24833	7.61130	0.15902	1054	12.4	3.3	08
28355	17.94667	0.24459	18.61333	0.24909	18.05333	0.24531	18.09333	0.24558	7.52333	0.15836	1054	12.3	3.296	09
28656	18.41528	0.24735	19.13289	0.25212	18.31561	0.24668	18.72093	0.24939	7.69435	0.15988	1054	12.6	3.31	06
28957	18.31229	0.24665	18.44850	0.24757	18.09302	0.24517	18.20598	0.24594	7.53488	0.15822	1054	13	3.31	07
29258	17.80399	0.24321	18.28904	0.24650	18.05316	0.24490	18.20266	0.24591	7.43522	0.15717	1054	13	3.31	06
29559	17.69767	0.24248	18.18272	0.24578	17.64120	0.24209	18.30897	0.24663	7.35216	0.15629	1054	13.3	3.305	06
29860	17.98671	0.24445	18.75748	0.24963	18.12292	0.24538	18.21927	0.24603	7.42525	0.15706	1054	13.5	3.31	08
30161	17.89037	0.24380	18.35548	0.24694	17.61462	0.24191	17.92027	0.24400	7.08306	0.15340	1054	13.6	3.31	08
30461	18.42333	0.24781	19.25000	0.25331	18.61000	0.24906	18.75000	0.25000	7.77333	0.16097	1054	13.8	3.31	05
30762	17.51163	0.24120	18.24585	0.24621	17.87043	0.24366	18.01661	0.24465	7.20598	0.15473	1054	13.7	3.31	07
31063	18.19269	0.24585	18.91362	0.25067	18.16279	0.24565	18.33555	0.24681	7.47176	0.15755	1054	13.8	3.31	05
31364	18.42857	0.24744	18.69435	0.24921	18.30233	0.24659	18.40864	0.24730	7.42525	0.15706	1055	13.8	3.305	07
31665	17.96013	0.24427	18.56811	0.24837	17.88372	0.24375	18.14618	0.24553	7.34551	0.15622	1054	13.9	3.296	08
31966	17.64120	0.24209	18.51827	0.24804	17.67110	0.24230	18.06645	0.24499	7.36877	0.15646	1055	14.2	3.296	08
32267	18.08638	0.24513	18.35880	0.24697	18.07309	0.24504	18.24252	0.24618	7.29236	0.15565	1055	14	3.31	07
32567	17.89000	0.24420	18.84333	0.25062	18.25667	0.24669	18.06000	0.24536	7.38667	0.15691	1055	13.8	3.305	07
32868	18.20930	0.24596	18.90033	0.25058	18.02658	0.24472	18.23256	0.24612	7.66113	0.15954	1055	13.9	3.305	09
33169	18.86047	0.25032	19.28239	0.25310	18.38206	0.24712	18.48837	0.24784	7.80399	0.16102	1055	13.9	3.3	08
33470	18.11960	0.24535	19.00000	0.25124	18.37209	0.24706	18.30897	0.24663	7.50166	0.15787	1055	14	3.31	09
33771	18.17276	0.24571	18.34551	0.24688	17.83721	0.24343	18.16611	0.24567	7.24585	0.15515	1055	13.9	3.315	08
34072	17.91030	0.24393	18.83056	0.25012	17.85382	0.24355	18.25581	0.24627	7.42525	0.15706	1055	13.9	3.305	08
34373	18.28904	0.24650	18.71096	0.24932	18.06312	0.24497	18.01329	0.24463	7.37542	0.15653	1055	13.9	3.296	07
34673	18.26667	0.24676	18.78333	0.25022	18.00667	0.24499	17.80000	0.24358	7.53667	0.15850	1055	14	3.31	08
34974	18.28239	0.24645	18.87375	0.25041	17.99336	0.24450	18.45515	0.24761	7.53156	0.15818	1055	14.2	3.31	06
35275	17.88040	0.24373	18.71096	0.24932	18.34219	0.24686	18.46844	0.24770	7.52159	0.15808	1055	14.2	3.31	09
35576	18.03322	0.24477	18.66113	0.24899	18.22924	0.24609	18.18272	0.24578	7.33223	0.15608	1055	14.1	3.305	08
35877	18.35880	0.24697	18.97342	0.25107	17.99003	0.24447	17.80731	0.24323	7.60133	0.15891	1055	14.1	3.3	09
36178	18.05980	0.24495	18.56478	0.24835	18.12957	0.24542	17.90033	0.24386	7.54817	0.15836	1055	14	3.3	09
36479	18.35216	0.24692	18.98671	0.25115	18.70100	0.24926	18.34551	0.24688	7.71761	0.16012	1055	13.7	3.305	08
36779	18.26000	0.24671	18.43333	0.24788	18.22333	0.24646	18.12000	0.24576	7.53333	0.15846	1055	13.8	3.31	08
37080	18.12625	0.24540	18.62458	0.24875	17.97342	0.24436	17.95681	0.24425	7.31561	0.15590	1056	14	3.296	07
37381	18.18937	0.24582	18.77409	0.24974	18.13953	0.24549	17.97010	0.24434	7.56811	0.15857	1056	14.1	3.31	08
37682	18.37542	0.24708	18.92359	0.25074	18.08306	0.24511	18.27907	0.24643	7.54817	0.15836	1056	14	3.31	07
37983	17.75083	0.24284	18.30897	0.24663	18.19601	0.24587	18.28239	0.24645	7.41528	0.15696	1056	14.1	3.31	09
38284	18.00664	0.24459	18.81395	0.25001	17.90033	0.24386	18.01329	0.24463	7.40532	0.15685	1056	14.1	3.31	09
38585	18.28571	0.24647	18.97010	0.25104	18.15615	0.24560	18.04983	0.24488	7.63455	0.15926	1056	14.1	3.305	07
38885	18.17000	0.24610	18.75667	0.25004	17.89333	0.24422	18.33000	0.24718	7.50000	0.15811	1056	14	3.31	09
39186	18.15947	0.24562	18.67442	0.24908	18.13953	0.24549	18.47176	0.24773	7.55814	0.15846	1056	14.1	3.31	08
39487	17.51827	0.24125	18.44518	0.24755	17.94684	0.24418	18.07641	0.24506	7.17608	0.15440	1056	13.7	3.31	05
39788	18.17276	0.24571	18.60465	0.24862	18.38206	0.24712	18.45183	0.24759	7.55482	0.15843	1056	13.4	3.31	06
40089	17.98339	0.24443	18.51163	0.24799	17.71761	0.24262	18.05316	0.24490	7.31561	0.15590	1056	13.7	3.31	06
40390	18.01661	0.24465	18.19269	0.24585	17.63787	0.24207	17.62791	0.24200	7.07973	0.15336	1056	14	3.31	08
40691	17.98007	0.24441	17.94020	0.24414	17.87708	0.24371	17.68106	0.24237	7.18605	0.15451	1057	14	3.31	06
40991	18.13667	0.24588	18.36333	0.24741	17.83000	0.24379	17.84333	0.24388	7.28667	0.15585	1056	13.9	3.31	06
41292	17.97342	0.24436	18.92359	0.25074	17.68439	0.24239	18.07641	0.24506	7.48173	0.15766	1057	13.9	3.31	07
41593	18.35880	0.24697	18.66445	0.24901	17.98007	0.24441	18.24585	0.24621	7.51163	0.15797	1057	13.4	3.3	04
41894	17.62458	0.24198	18.33555	0.24681	17.82060	0.24332	17.82392	0.24334	7.12957	0.15390	1057	12.8	3.31	07
42195	18.02658	0.24472	18.38538	0.24715	17.44186	0.24072	17.98007	0.24441	7.17940	0.15444	1057	12.6	3.31	05
42496	18.20266	0.24591	18.69767	0.24924	17.91362	0.24395	18.12957	0.24542	7.38870	0.15668	1057	12.6	3.31	06
42797	18.07641	0.24506	18.69767	0.24924	17.74751	0.24282	18.23588	0.24614	7.39867	0.15678	1057	12.6	3.31	06
43097	18.02333	0.24511	18.32333	0.24714	17.92000	0.24440	18.37667	0.24750	7.36667	0.15670	1057	12.5	3.31	05
43398	17.72757	0.24268	18.52492	0.24808	18.00997	0.24461	17.86379	0.24361	7.12292	0.15383	1057	12.4	3.31	06
43699	17.59468	0.24177	18.00000	0.24454	17.91362	0.24395	18.26578	0.24634	7.24252	0.15512	1057	12.4	3.31	06
44000	18.01329	0.24463	18.99336	0.25120	18.34219	0.24686	18.25914	0.24630	7.36545	0.15643	1057	12.3	3.305	08
44301	18.62791	0.24877	19.03322	0.25146	18.16944	0.24569	18.38206	0.24712	7.66777	0.15961	1057	12.3	3.31	06
44602	18.03987	0.24481	18.71761	0.24937	17.79734	0.24316	17.88372	0.24375	7.43854	0.15720	1057	12.4	3.305	06
44903	18.15282	0.24558	18.78738	0.24983	17.75083	0.24284	18.00997	0.24461	7.46844	0.15752	1057	12.2	3.305	07
45203	18.01000	0.24502	18.41667	0.24777	17.77333	0.24340	18.00000	0.24495	7.15667	0.15445	1057	12.1	3.31	06
45504	17.47508	0.24095	18.61462	0.24868	17.90033	0.24386	17.83056	0.24339	7.21595	0.15483	1057	12.4	3.31	08
45805	18.21262	0.24598	18.82724	0.25010	18.39867	0.24724	18.10299	0.24524	7.54817	0.15836	1057	12.7	3.31	07
46106	17.57475	0.24164	17.90365	0.24389	17.82392	0.24334	18.21927	0.24603	7.01329	0.15264	1057	13	3.31	06
46407	17.69767	0.24248	18.30565	0.24661	17.24917	0.23939	18.10299	0.24524	7.26246	0.15533	1057	13.3	3.305	08
46708	18.04983	0.24488	18.88704	0.25049	18.08306	0.24511	18.55814	0.24830	7.61130	0.15902	1057	13.7	3.31	08
47009	18.09967	0.24522	18.82724	0.25010	18.37209	0.24706	18.36545	0.24701	7.51495	0.15801	1057	13.8	3.31	08
47309	17.52333	0.24168	18.64667	0.24931	17.66667	0.24267	17.81667	0.24370	7.31667	0.15617	1057	14.1	3.3	09
47610	17.78405	0.24307	18.20598	0.24594	17.79734	0.24316	17.89701	0.24384	7.29568	0.15569	1057	14	3.31	07
47911	18.38206	0.24712	18.77741	0.24977	17.87043	0.24366	17.90365	0.24389	7.43189	0.15713	1057	14.2	3.305	07
48212	18.09635	0.24520	18.43854	0.24750	17.71096	0.24257	17.88704	0.24377	7.32226	0.15597	1057	14.2	3.31	07
48513	18.20598	0.24594	18.90033	0.25058	18.21262	0.24598	18.07641	0.24506	7.45515	0.15738	1057	14.2	3.31	05
48814	18.00664	0.24459	18.50166	0.24793	17.70764	0.24255	17.78405	0.24307	7.29568	0.15569	1057	14.3	3.31	07
49115	17.79402	0.24314	18.64452	0.24888	17.94352	0.24416	18.11296	0.24531	7.41528	0.15696	1057	14.4	3.31	07
49415	17.85333	0.24395	18.53000	0.24853	17.82333	0.24374	18.03000	0.24515	7.32333	0.15624	1057	14.4	3.31	08
49716	17.46512	0.24088	18.18937	0.24582	17.72093	0.24264	17.84385	0.24348	6.97342	0.15221	1057	14.5	3.31	08
50017	17.73754	0.24275	18.44850	0.24757	17.80731	0.24323	18.11296	0.24531	7.09302	0.15351	1057	14.5	3.305	07
50318	17.86711	0.24364	18.40199	0.24726	17.90033	0.24386	17.71761	0.24262	7.27243	0.15544	1057	14.1	3.31	08
50619	18.16279	0.24565	18.85382	0.25027	18.17940	0.24576	17.97342	0.24436	7.55482	0.15843	1057	14.1	3.305	07
50920	17.75083	0.24284	18.22259	0.24605	17.25581	0.23943	17.62791	0.24200	7.16944	0.15433	1057	13.9	3.305	07
51221	18.07641	0.24506	18.89369	0.25054	18.20598	0.24594	17.91030	0.24393	7.29236	0.15565	1057	14.3	3.296	08
51521	17.76667	0.24336	18.42333	0.24781	17.89000	0.24420	17.98667	0.24486	7.41333	0.15720	1057	13.8	3.31	10
51822	17.82392	0.24334	18.48173	0.24779	17.90033	0.24386	17.82392	0.24334	7.29236	0.15565	1057	13.5	3.291	10
52123	17.64784	0.24214	18.77076	0.24972	17.80731	0.24323	18.44850	0.24757	7.40532	0.15685	1057	13.4	3.3	10
52424	18.35548	0.24694	18.80066	0.24992	18.13953	0.24549	18.47841	0.24777	7.63787	0.15930	1057	13.3	3.31	09
52725	17.80399	0.24321	18.45183	0.24759	17.51163	0.24120	17.53821	0.24138	7.20930	0.15476	1058	13.5	3.31	08
53026	18.36213	0.24699	18.77741	0.24977	18.21595	0.24600	18.19934	0.24589	7.55814	0.15846	1058	13.5	3.31	09
53327	18.08970	0.24515	18.48837	0.24784	18.10631	0.24526	18.30233	0.24659	7.33887	0.15615	1058	13.6	3.31	08
53627	18.01667	0.24506	18.90333	0.25102	17.49333	0.24148	17.70000	0.24290	7.26000	0.15556	1058	13.8	3.296	08
53928	17.76080	0.24291	18.19601	0.24587	17.78073	0.24305	17.73090	0.24271	7.08306	0.15340	1058	14	3.31	08
54229	17.49502	0.24109	18.29236	0.24652	17.73422	0.24273	17.93355	0.24409	7.13953	0.15401	1058	14.2	3.31	06
54530	17.57807	0.24166	18.46512	0.24768	17.70764	0.24255	17.84053	0.24346	7.19601	0.15462	1058	14.3	3.31	06
54831	18.06977	0.24502	18.64120	0.24886	17.75748	0.24289	17.86379	0.24361	7.26578	0.15537	1058	14.4	3.31	06
55132	17.80731	0.24323	18.19601	0.24587	17.81063	0.24325	17.41196	0.24051	7.17276	0.15437	1057	14.5	3.31	05
55433	17.80066	0.24318	18.42525	0.24741	17.66777	0.24227	17.81395	0.24327	7.26910	0.15540	1058	14.7	3.286	05
55733	18.24333	0.24660	18.71333	0.24976	18.06333	0.24538	18.23667	0.24655	7.54000	0.15853	1057	14.6	3.286	05
56034	17.97342	0.24436	18.57807	0.24844	17.83056	0.24339	18.02326	0.24470	7.43522	0.15717	1057	15	3.31	07
56335	17.83056	0.24339	18.67110	0.24906	17.98007	0.24441	18.00664	0.24459	7.32890	0.15604	1057	14.6	3.31	06
56636	17.86047	0.24359	18.52824	0.24810	17.64120	0.24209	17.57807	0.24166	7.24252	0.15512	1057	14.4	3.31	04
56937	18.06645	0.24499	18.70432	0.24928	18.23256	0.24612	18.37874	0.24710	7.46844	0.15752	1057	14.1	3.296	07
57238	18.11296	0.24531	18.58472	0.24848	17.91030	0.24393	18.14286	0.24551	7.42857	0.15710	1057	14.8	3.31	06
57539	18.41528	0.24735	18.83721	0.25016	17.85050	0.24352	18.53156	0.24813	7.62126	0.15912	1057	15.1	3.31	07
57839	18.01333	0.24504	18.28333	0.24687	17.53333	0.24175	17.89000	0.24420	7.39333	0.15699	1057	15.1	3.31	06
58140	18.30897	0.24663	18.80066	0.24992	17.69103	0.24243	18.00997	0.24461	7.42525	0.15706	1057	14.4	3.31	06
58441	18.01993	0.24468	18.64784	0.24890	17.92691	0.24404	17.98671	0.24445	7.34219	0.15618	1057	14.6	3.31	07
58742	17.76744	0.24296	18.50498	0.24795	17.71761	0.24262	17.87043	0.24366	7.37874	0.15657	1057	14.9	3.291	09
59043	17.89701	0.24384	18.57807	0.24844	17.74419	0.24280	18.13621	0.24547	7.45183	0.15734	1057	15.4	3.31	07
59344	17.75415	0.24287	18.54817	0.24824	18.15282	0.24558	18.14618	0.24553	7.45183	0.15734	1057	15	3.305	07
59645	17.46844	0.24090	18.21927	0.24603	17.78405	0.24307	17.72093	0.24264	7.14618	0.15408	1057	14.6	3.31	09
59945	18.08000	0.24549	18.62333	0.24915	18.13333	0.24585	17.90667	0.24431	7.31667	0.15617	1057	14.5	3.31	08
60246	17.65116	0.24216	18.53156	0.24813	17.76412	0.24293	18.00997	0.24461	7.46844	0.15752	1057	15	3.31	08
60547	17.86047	0.24359	18.18937	0.24582	17.52824	0.24132	17.40864	0.24049	7.10299	0.15362	1056	15.3	3.31	08
60848	17.97010	0.24434	18.49502	0.24788	18.09967	0.24522	18.11296	0.24531	7.51163	0.15797	1056	15	3.31	06
61149	17.76412	0.24293	18.37209	0.24706	17.75083	0.24284	17.97010	0.24434	7.17276	0.15437	1057	14.9	3.31	06
61450	18.23920	0.24616	18.55814	0.24830	18.20930	0.24596	18.07641	0.24506	7.55814	0.15846	1056	15.4	3.281	05
61751	18.27243	0.24639	18.71761	0.24937	18.19269	0.24585	18.35216	0.24692	7.56478	0.15853	1056	15.2	3.305	07
62051	18.29333	0.24694	18.44000	0.24792	18.08333	0.24552	18.37000	0.24745	7.50333	0.15815	1056	15.3	3.281	07
62352	18.01993	0.24468	18.75748	0.24963	18.13289	0.24544	18.00000	0.24454	7.34551	0.15622	1056	15.2	3.31	07
62653	18.06977	0.24502	18.55814	0.24830	17.73422	0.24273	17.78073	0.24305	7.32558	0.15600	1056	15	3.31	06
