###Seconds (since Midnight UTC) 	 Chan 0 rate 	 Error in Chan0 	 Chan 1 rate 	 Error in Chan1 	 Chan 2 rate 	 Error in Chan2 	 Chan 3 rate 	 Error in Chan3 	 Trigger rate	Error in Triggers 	 Raw BA output 	 Temp (DegC) 	 Bus Voltage 	 #GPS satellites in view 
59699	19.16944	0.25236	19.67110	0.25564	18.75748	0.24963	19.68106	0.25571	7.92691	0.16228	1046	9.5	3.31	07
60000	18.68106	0.24913	19.40864	0.25393	18.72093	0.24939	19.02990	0.25144	7.78073	0.16078	1046	9.6	3.31	08
60301	18.59468	0.24855	19.62458	0.25534	19.09635	0.25188	19.44518	0.25417	7.94684	0.16249	1046	9.6	3.31	07
60601	18.54000	0.24860	19.33667	0.25388	18.26000	0.24671	18.62333	0.24915	7.45000	0.15759	1046	9.7	3.31	09
60902	18.53156	0.24813	18.72093	0.24939	18.22924	0.24609	18.52492	0.24808	7.37874	0.15657	1046	9.5	3.31	05
61203	18.36545	0.24701	18.76744	0.24970	18.42857	0.24744	18.35548	0.24694	7.47841	0.15762	1046	9.5	3.31	08
61504	18.84053	0.25019	19.30565	0.25326	18.72425	0.24941	19.18272	0.25245	7.75415	0.16050	1046	9.6	3.281	06
61805	18.76744	0.24970	19.22924	0.25275	18.73754	0.24950	18.74751	0.24957	7.58804	0.15877	1046	9.4	3.305	06
62106	19.04983	0.25157	19.62458	0.25534	18.59801	0.24857	18.71096	0.24932	7.82724	0.16126	1046	9.5	3.281	08
62407	18.71761	0.24937	18.87043	0.25038	18.31229	0.24665	18.52824	0.24810	7.32890	0.15604	1046	9.4	3.31	06
62707	18.56000	0.24873	18.88667	0.25091	18.62333	0.24915	18.56000	0.24873	7.48333	0.15794	1046	9.4	3.31	06
63008	18.98007	0.25111	18.97342	0.25107	18.79070	0.24986	18.75415	0.24961	7.68439	0.15978	1046	9.4	3.31	06
63309	18.57807	0.24844	19.47176	0.25434	18.38870	0.24717	18.70764	0.24930	7.68439	0.15978	1046	9.6	3.31	06
63610	18.16944	0.24569	19.06312	0.25166	18.30897	0.24663	18.91030	0.25065	7.48505	0.15769	1046	9.5	3.31	07
63911	18.55150	0.24826	19.22591	0.25273	18.27575	0.24641	18.50166	0.24793	7.54153	0.15829	1046	9.5	3.31	04
64212	18.64784	0.24890	19.06977	0.25170	18.50831	0.24797	18.63455	0.24881	7.65781	0.15950	1046	9.6	3.31	05
64512	18.32667	0.24716	19.00000	0.25166	18.50000	0.24833	18.68333	0.24956	7.47333	0.15783	1046	9.5	3.31	07
64813	18.94684	0.25089	19.40532	0.25391	18.73422	0.24948	18.71761	0.24937	7.88040	0.16180	1046	9.6	3.31	07
65114	18.66113	0.24899	19.21927	0.25269	18.48505	0.24781	19.03987	0.25151	7.68106	0.15975	1046	9.5	3.305	07
65415	18.46844	0.24770	19.04983	0.25157	18.52159	0.24806	18.84053	0.25019	7.52159	0.15808	1046	9.5	3.31	08
65716	18.93355	0.25080	19.24585	0.25286	18.52492	0.24808	18.55814	0.24830	7.61462	0.15905	1046	9.5	3.31	08
66017	18.66777	0.24904	18.76080	0.24966	18.20598	0.24594	18.45183	0.24759	7.56478	0.15853	1046	9.5	3.31	07
66318	18.59136	0.24853	18.98339	0.25113	18.41196	0.24732	19.10963	0.25197	7.70100	0.15995	1046	9.6	3.31	09
66618	19.04000	0.25193	19.73000	0.25645	19.31333	0.25373	19.00333	0.25168	8.05667	0.16388	1046	9.6	3.305	07
66919	18.75083	0.24959	19.03987	0.25151	18.46512	0.24768	18.32558	0.24674	7.54153	0.15829	1046	9.6	3.31	07
67220	18.60797	0.24864	18.84718	0.25023	18.29900	0.24656	18.79734	0.24990	7.73754	0.16033	1046	9.7	3.31	07
67521	18.69767	0.24924	18.80731	0.24997	18.24252	0.24618	18.53821	0.24817	7.65449	0.15947	1046	9.7	3.3	07
67822	18.94020	0.25085	19.04319	0.25153	18.48173	0.24779	18.78405	0.24981	7.44850	0.15731	1046	9.7	3.31	09
68123	18.43189	0.24746	19.27575	0.25306	18.30897	0.24663	18.69767	0.24924	7.54817	0.15836	1046	9.7	3.296	06
68424	18.67110	0.24906	19.31894	0.25334	18.93023	0.25078	19.07973	0.25177	7.68439	0.15978	1046	9.6	3.31	06
68724	18.14333	0.24592	18.84000	0.25060	18.33000	0.24718	18.82333	0.25049	7.51000	0.15822	1046	9.7	3.305	06
69025	18.60465	0.24862	19.08970	0.25184	18.49502	0.24788	18.43854	0.24750	7.46179	0.15745	1047	9.7	3.291	06
69326	19.00997	0.25131	19.25581	0.25293	18.70432	0.24928	18.54485	0.24822	7.76080	0.16057	1047	9.6	3.305	06
69627	18.67110	0.24906	19.38870	0.25380	18.75083	0.24959	18.83056	0.25012	7.54153	0.15829	1046	9.6	3.31	07
69928	18.66777	0.24904	19.15282	0.25225	18.59136	0.24853	18.56146	0.24833	7.53821	0.15825	1047	9.6	3.31	07
70229	18.17608	0.24573	18.93355	0.25080	18.21262	0.24598	18.26910	0.24636	7.51163	0.15797	1047	9.6	3.31	07
70530	18.72757	0.24944	19.04319	0.25153	18.60133	0.24859	18.50498	0.24795	7.54485	0.15832	1047	9.5	3.296	08
70830	18.65333	0.24935	19.10000	0.25232	18.59333	0.24895	18.72000	0.24980	7.55667	0.15871	1047	9.6	3.271	07
71131	18.46844	0.24770	19.24252	0.25284	18.34884	0.24690	18.54485	0.24822	7.77076	0.16068	1047	9.5	3.31	08
71432	18.31561	0.24668	18.93688	0.25083	18.27243	0.24639	18.56146	0.24833	7.53156	0.15818	1047	9.6	3.31	11
71733	17.84053	0.24346	18.71429	0.24935	18.15947	0.24562	17.99336	0.24450	7.31229	0.15586	1047	9.6	3.31	09
72034	18.50498	0.24795	19.20598	0.25260	18.74086	0.24952	18.78405	0.24981	7.46512	0.15748	1047	9.6	3.31	10
72335	18.42857	0.24744	18.87043	0.25038	18.26578	0.24634	18.34884	0.24690	7.47508	0.15759	1047	9.6	3.31	09
72636	18.79734	0.24990	19.20266	0.25258	18.67442	0.24908	18.71761	0.24937	7.58804	0.15877	1047	9.7	3.296	06
72936	18.46333	0.24808	19.50667	0.25499	18.53000	0.24853	18.75333	0.25002	7.59667	0.15913	1047	9.6	3.305	05
73237	18.62126	0.24873	19.00000	0.25124	17.91694	0.24398	18.52824	0.24810	7.43522	0.15717	1047	9.6	3.31	08
73538	18.55814	0.24830	18.62791	0.24877	18.35548	0.24694	18.38870	0.24717	7.32558	0.15600	1047	9.5	3.305	05
73839	18.51495	0.24802	19.07641	0.25175	18.10631	0.24526	18.61462	0.24868	7.67110	0.15964	1047	9.6	3.31	08
74140	18.92359	0.25074	19.06312	0.25166	18.47176	0.24773	18.94684	0.25089	7.81063	0.16109	1047	9.6	3.31	08
74441	18.29236	0.24652	19.26910	0.25302	18.15947	0.24562	18.91362	0.25067	7.65116	0.15943	1047	9.5	3.31	07
74742	18.65449	0.24895	19.00997	0.25131	18.16279	0.24565	18.72093	0.24939	7.65449	0.15947	1048	9.6	3.296	09
75042	18.10000	0.24563	19.05000	0.25199	18.09000	0.24556	18.44000	0.24792	7.48000	0.15790	1048	9.5	3.31	07
75343	18.51163	0.24799	19.02658	0.25142	18.71761	0.24937	18.64784	0.24890	7.45515	0.15738	1048	9.6	3.31	06
75644	18.83056	0.25012	19.51495	0.25462	18.47841	0.24777	18.44186	0.24753	7.59136	0.15881	1048	9.6	3.31	06
75945	18.87708	0.25043	19.55814	0.25491	19.03987	0.25151	19.02658	0.25142	7.73422	0.16030	1048	9.5	3.31	10
76246	19.07973	0.25177	19.22591	0.25273	18.62458	0.24875	18.87043	0.25038	7.84053	0.16139	1048	9.6	3.31	10
76547	18.71429	0.24935	19.43854	0.25413	18.81728	0.25003	18.77076	0.24972	7.79734	0.16095	1048	9.6	3.31	09
76848	18.69103	0.24919	19.07641	0.25175	18.45183	0.24759	18.64784	0.24890	7.68106	0.15975	1048	9.6	3.305	10
77148	18.83667	0.25058	19.38000	0.25417	18.63667	0.24924	18.95667	0.25137	7.96667	0.16296	1048	9.5	3.31	09
77449	18.63787	0.24884	19.10631	0.25194	18.29568	0.24654	18.60465	0.24862	7.55814	0.15846	1048	9.5	3.31	06
77750	18.29568	0.24654	18.80066	0.24992	18.37209	0.24706	18.47176	0.24773	7.39535	0.15675	1048	9.6	3.31	07
78051	18.75083	0.24959	19.25581	0.25293	18.49834	0.24790	18.67774	0.24910	7.63123	0.15923	1048	9.5	3.305	09
78352	18.49834	0.24790	18.86711	0.25036	17.97010	0.24434	18.53488	0.24815	7.45847	0.15741	1048	9.6	3.31	06
78653	18.88372	0.25047	19.14286	0.25219	18.57475	0.24842	18.91694	0.25069	7.76744	0.16064	1048	9.6	3.3	08
78954	18.29236	0.24652	18.98007	0.25111	18.26578	0.24634	18.43189	0.24746	7.52824	0.15815	1049	9.5	3.3	09
79254	18.71667	0.24978	19.09667	0.25230	18.47667	0.24817	18.99333	0.25162	7.54000	0.15853	1049	9.5	3.31	07
79555	18.48505	0.24781	19.13953	0.25216	18.71096	0.24932	18.95017	0.25091	7.80066	0.16098	1049	9.5	3.31	08
79856	18.88040	0.25045	19.13953	0.25216	18.73754	0.24950	18.74419	0.24955	7.69103	0.15985	1049	9.5	3.31	09
80157	19.05980	0.25164	19.51827	0.25465	18.85714	0.25030	18.96346	0.25100	7.82392	0.16122	1049	9.6	3.31	08
80458	18.44518	0.24755	19.27575	0.25306	18.61462	0.24868	18.65781	0.24897	7.73090	0.16026	1049	9.5	3.305	07
80759	18.53821	0.24817	18.73754	0.24950	18.17940	0.24576	18.58140	0.24846	7.33887	0.15615	1049	9.6	3.305	06
81060	18.54817	0.24824	19.19601	0.25254	18.50831	0.24797	18.64120	0.24886	7.68439	0.15978	1049	9.5	3.31	08
81360	18.50333	0.24835	19.26000	0.25338	19.05333	0.25201	18.87000	0.25080	7.79333	0.16118	1049	9.5	3.31	09
81661	18.45183	0.24759	18.81063	0.24999	18.54485	0.24822	18.90033	0.25058	7.49169	0.15776	1049	9.4	3.305	09
81962	18.34551	0.24688	18.84053	0.25019	18.42857	0.24744	18.83389	0.25014	7.56478	0.15853	1049	9.5	3.305	10
82263	18.93355	0.25080	19.19601	0.25254	18.63123	0.24879	18.81395	0.25001	7.79734	0.16095	1049	9.5	3.31	10
82564	17.77076	0.24298	18.60465	0.24862	17.70432	0.24252	18.20598	0.24594	7.14286	0.15405	1049	9.4	3.31	08
82865	18.40532	0.24728	18.85714	0.25030	18.13953	0.24549	18.63455	0.24881	7.50498	0.15790	1049	9.5	3.31	10
83166	18.78073	0.24979	19.31229	0.25330	18.52492	0.24808	18.48173	0.24779	7.67442	0.15968	1049	9.5	3.31	09
83466	18.75333	0.25002	19.25000	0.25331	18.52333	0.24848	18.85667	0.25071	7.54333	0.15857	1049	9.5	3.305	07
83767	18.23588	0.24614	18.62126	0.24873	17.76080	0.24291	18.56811	0.24837	7.38538	0.15664	1049	9.5	3.31	05
84068	18.38538	0.24715	19.13289	0.25212	18.25914	0.24630	18.68771	0.24917	7.52492	0.15811	1050	9.4	3.305	07
84369	18.52159	0.24806	18.88372	0.25047	18.46512	0.24768	18.43854	0.24750	7.63787	0.15930	1049	9.4	3.31	06
84670	18.28904	0.24650	18.45847	0.24764	18.15615	0.24560	18.72425	0.24941	7.30233	0.15576	1049	9.4	3.31	06
84971	18.39535	0.24721	18.89037	0.25052	18.76412	0.24968	18.80066	0.24992	7.51827	0.15804	1049	9.4	3.31	05
85272	18.66777	0.24904	19.37542	0.25371	18.43189	0.24746	18.70432	0.24928	7.62126	0.15912	1049	9.4	3.3	05
85572	18.16000	0.24604	18.79667	0.25031	18.09667	0.24561	18.37333	0.24748	7.33333	0.15635	1049	9.4	3.31	07
85873	18.49169	0.24786	19.64452	0.25547	18.99668	0.25122	18.80731	0.24997	7.76412	0.16061	1050	9.4	3.31	02
