###Seconds (since Midnight UTC) 	 Chan 0 rate 	 Error in Chan0 	 Chan 1 rate 	 Error in Chan1 	 Chan 2 rate 	 Error in Chan2 	 Chan 3 rate 	 Error in Chan3 	 Trigger rate	Error in Triggers 	 Raw BA output 	 Temp (DegC) 	 Bus Voltage 	 #GPS satellites in view 
65107	18.99336	0.25120	19.59468	0.25514	18.32226	0.24672	17.83721	0.24343	7.44186	0.15724	1051	17.3	3.31	06
65408	18.59801	0.24857	18.95017	0.25091	18.32890	0.24677	17.74086	0.24278	7.38538	0.15664	1051	17.2	3.305	08
65709	18.72757	0.24944	19.31561	0.25332	18.36213	0.24699	18.01993	0.24468	7.37209	0.15650	1051	17	3.315	08
66009	18.95333	0.25135	19.44667	0.25460	18.58000	0.24886	18.10667	0.24567	7.68667	0.16007	1051	17.2	3.31	06
66310	18.62126	0.24873	19.19601	0.25254	18.32226	0.24672	18.13289	0.24544	7.48173	0.15766	1051	17.4	3.305	09
66611	18.91030	0.25065	19.60133	0.25519	18.43189	0.24746	17.97010	0.24434	7.46179	0.15745	1051	17.3	3.315	08
66912	19.16944	0.25236	19.75415	0.25618	18.84718	0.25023	18.13953	0.24549	7.57143	0.15860	1051	17.3	3.31	08
67213	19.03654	0.25148	19.68771	0.25575	18.59801	0.24857	18.47841	0.24777	7.74419	0.16040	1051	17.6	3.315	07
67514	18.82724	0.25010	19.23920	0.25282	18.36213	0.24699	18.07641	0.24506	7.46512	0.15748	1051	18.1	3.31	08
67815	18.88704	0.25049	19.34219	0.25350	18.32890	0.24677	18.05980	0.24495	7.35880	0.15636	1051	18	3.315	07
68115	19.39000	0.25423	19.83333	0.25712	18.76667	0.25011	18.05333	0.24531	7.57000	0.15885	1051	18.1	3.315	08
68416	18.92359	0.25074	19.33555	0.25345	18.49169	0.24786	18.20266	0.24591	7.51827	0.15804	1051	17.8	3.31	09
68717	18.85714	0.25030	19.79402	0.25644	18.96346	0.25100	18.44850	0.24757	7.62126	0.15912	1051	17.8	3.31	06
69018	19.86711	0.25691	19.74086	0.25609	18.75415	0.24961	18.39203	0.24719	7.94352	0.16245	1051	17.9	3.31	06
69319	18.79734	0.24990	19.39535	0.25384	18.29236	0.24652	18.09302	0.24517	7.27907	0.15551	1051	18	3.291	06
69620	18.44850	0.24757	19.42525	0.25404	18.49169	0.24786	17.98671	0.24445	7.21595	0.15483	1051	17.8	3.31	06
69921	19.46512	0.25430	19.67110	0.25564	18.91362	0.25067	18.62458	0.24875	7.73422	0.16030	1051	17.9	3.315	08
70221	19.01333	0.25175	19.33333	0.25386	18.42333	0.24781	17.73000	0.24310	7.48667	0.15797	1051	17.7	3.31	08
70522	19.44186	0.25415	19.50166	0.25454	18.47841	0.24777	18.33555	0.24681	7.62791	0.15919	1051	17.5	3.305	06
70823	18.43189	0.24746	18.71429	0.24935	17.92359	0.24402	17.86047	0.24359	7.14286	0.15405	1051	17.6	3.31	08
71124	18.92027	0.25072	19.47841	0.25439	18.76412	0.24968	18.21262	0.24598	7.73090	0.16026	1051	17.5	3.305	05
71425	18.75415	0.24961	19.42193	0.25402	18.26910	0.24636	18.63787	0.24884	7.52492	0.15811	1051	17.4	3.31	07
71726	19.47176	0.25434	19.60465	0.25521	18.65116	0.24893	18.54817	0.24824	7.62126	0.15912	1051	17.5	3.31	08
72027	19.22259	0.25271	19.51827	0.25465	18.74419	0.24955	18.63455	0.24881	7.75748	0.16054	1051	17.6	3.31	09
72327	19.28333	0.25353	19.37000	0.25410	18.44667	0.24797	18.44667	0.24797	7.66667	0.15986	1051	17.3	3.3	09
72628	19.42193	0.25402	19.36545	0.25365	18.52824	0.24810	18.12625	0.24540	7.57143	0.15860	1051	17.4	3.31	07
72929	18.99003	0.25118	19.41860	0.25400	18.39867	0.24724	17.84718	0.24350	7.38538	0.15664	1051	17.6	3.31	07
73230	18.89037	0.25052	19.68106	0.25571	18.51827	0.24804	18.36545	0.24701	7.58140	0.15871	1051	17.4	3.31	08
73531	18.78405	0.24981	19.76080	0.25622	18.75083	0.24959	18.80399	0.24994	7.76080	0.16057	1051	17.4	3.31	05
73832	18.69103	0.24919	18.96346	0.25100	18.39867	0.24724	18.42193	0.24739	7.46179	0.15745	1051	17.5	3.31	08
74133	18.92691	0.25076	19.33887	0.25347	18.50498	0.24795	18.34884	0.24690	7.66445	0.15957	1051	17.3	3.3	08
74433	19.11000	0.25239	19.43333	0.25451	18.15667	0.24601	18.39000	0.24759	7.55333	0.15868	1051	17.3	3.31	05
74734	18.99003	0.25118	19.19934	0.25256	18.29236	0.24652	18.03654	0.24479	7.31229	0.15586	1051	17.4	3.31	08
75035	18.54817	0.24824	19.00332	0.25126	18.31229	0.24665	18.12625	0.24540	7.24585	0.15515	1051	17.3	3.305	06
75336	18.90698	0.25063	19.42193	0.25402	18.17940	0.24576	18.54153	0.24819	7.55482	0.15843	1051	17.1	3.31	09
75637	18.62458	0.24875	18.89701	0.25056	18.53821	0.24817	18.37874	0.24710	7.22924	0.15498	1050	16.9	3.31	08
75938	19.06645	0.25168	19.21927	0.25269	18.28571	0.24647	18.14950	0.24556	7.32226	0.15597	1050	16.8	3.31	08
76239	19.29568	0.25319	19.57475	0.25501	18.57475	0.24842	18.75415	0.24961	7.63455	0.15926	1050	16.7	3.31	06
76539	18.75000	0.25000	19.39667	0.25427	18.25333	0.24667	17.57000	0.24201	7.18667	0.15478	1050	16.6	3.31	07
76840	19.41860	0.25400	20.00332	0.25779	18.87375	0.25041	18.46179	0.24766	7.80066	0.16098	1050	16.5	3.31	10
77141	19.12957	0.25210	19.78073	0.25635	18.73090	0.24946	18.32890	0.24677	7.65781	0.15950	1050	16.4	3.305	07
77442	19.00332	0.25126	19.10299	0.25192	18.30897	0.24663	17.95017	0.24420	7.35548	0.15632	1050	16.2	3.31	10
77743	18.83389	0.25014	19.66777	0.25562	18.70100	0.24926	18.20266	0.24591	7.57475	0.15864	1050	16.1	3.31	08
78044	18.81728	0.25003	19.30897	0.25328	18.49834	0.24790	18.15947	0.24562	7.56811	0.15857	1050	16	3.31	08
78345	19.15282	0.25225	19.46512	0.25430	18.78405	0.24981	18.40864	0.24730	7.43522	0.15717	1050	16.1	3.31	07
78645	18.97667	0.25151	19.31000	0.25371	18.54000	0.24860	18.36667	0.24743	7.33333	0.15635	1050	16	3.31	09
78946	19.04651	0.25155	19.77076	0.25629	18.62791	0.24877	18.33555	0.24681	7.50498	0.15790	1050	15.9	3.31	09
79247	19.52824	0.25471	19.79070	0.25642	18.29568	0.24654	18.40199	0.24726	7.60133	0.15891	1050	15.9	3.31	05
79548	19.29236	0.25317	19.28571	0.25312	18.67774	0.24910	18.35880	0.24697	7.59468	0.15884	1050	15.8	3.31	05
79849	19.57807	0.25504	19.63787	0.25543	18.21262	0.24598	18.16944	0.24569	7.35880	0.15636	1050	15.8	3.31	08
80150	18.96013	0.25098	19.35216	0.25356	18.69103	0.24919	18.37209	0.24706	7.60133	0.15891	1050	15.7	3.3	09
80451	19.13289	0.25212	19.78738	0.25640	18.84053	0.25019	18.22591	0.24607	7.58140	0.15871	1050	15.7	3.31	08
80751	19.23667	0.25322	19.50667	0.25499	18.70667	0.24971	18.74000	0.24993	7.71000	0.16031	1050	15.6	3.315	08
81052	19.06645	0.25168	19.44850	0.25419	18.85382	0.25027	18.15282	0.24558	7.61130	0.15902	1050	15.5	3.31	09
81353	19.22591	0.25273	19.38538	0.25378	18.59136	0.24853	18.18605	0.24580	7.60133	0.15891	1051	15.5	3.281	09
81654	19.34884	0.25354	19.44518	0.25417	18.75083	0.24959	18.69767	0.24924	7.64452	0.15936	1051	15.4	3.31	09
81955	19.23256	0.25278	19.47508	0.25436	19.15615	0.25227	18.06312	0.24497	7.37874	0.15657	1051	15.3	3.31	06
82256	19.29236	0.25317	19.10299	0.25192	18.56478	0.24835	18.02658	0.24472	7.49502	0.15780	1051	15.4	3.31	09
82557	18.62791	0.24877	19.46179	0.25428	18.66113	0.24899	18.15615	0.24560	7.54485	0.15832	1051	15.4	3.31	10
82857	18.88333	0.25089	18.85000	0.25067	18.68333	0.24956	18.23000	0.24651	7.45000	0.15759	1051	15.3	3.31	10
83158	19.07973	0.25177	19.61462	0.25527	18.47508	0.24775	18.08306	0.24511	7.55814	0.15846	1051	15.2	3.31	10
83459	18.92691	0.25076	19.28239	0.25310	18.62458	0.24875	17.96678	0.24432	7.59468	0.15884	1051	15.1	3.305	08
83760	19.23256	0.25278	19.25914	0.25295	18.52492	0.24808	17.88040	0.24373	7.46179	0.15745	1051	15.1	3.31	10
84061	18.82060	0.25005	19.38870	0.25380	18.20598	0.24594	17.99336	0.24450	7.34884	0.15625	1051	15	3.31	06
84362	18.93688	0.25083	19.22924	0.25275	18.32558	0.24674	17.80731	0.24323	7.30233	0.15576	1051	15	3.31	06
84663	18.95349	0.25094	19.30565	0.25326	18.53156	0.24813	18.03654	0.24479	7.42193	0.15703	1051	15	3.31	06
84963	18.86000	0.25073	19.71667	0.25636	18.78667	0.25024	18.09000	0.24556	7.66667	0.15986	1051	14.9	3.31	07
85264	19.04319	0.25153	19.82724	0.25665	18.57143	0.24839	18.37542	0.24708	7.57475	0.15864	1051	14.9	3.31	05
85565	19.27575	0.25306	19.50498	0.25456	19.11296	0.25199	18.12625	0.24540	7.57475	0.15864	1050	15	3.31	06
85866	19.48173	0.25441	20.07641	0.25826	18.67442	0.24908	18.44850	0.24757	7.83721	0.16136	1050	14.9	3.31	06
