###Seconds (since Midnight UTC) 	 Chan 0 rate 	 Error in Chan0 	 Chan 1 rate 	 Error in Chan1 	 Chan 2 rate 	 Error in Chan2 	 Chan 3 rate 	 Error in Chan3 	 Trigger rate	Error in Triggers 	 Raw BA output 	 Temp (DegC) 	 Bus Voltage 	 #GPS satellites in view 
8137	19.33887	0.25347	19.96013	0.25751	18.98007	0.25111	19.02326	0.25140	7.99668	0.16299	1026	13.1	3.31	07
8437	19.18333	0.25287	19.47333	0.25478	18.95667	0.25137	19.03000	0.25186	7.67667	0.15997	1026	13.1	3.31	07
8738	19.22259	0.25271	19.23920	0.25282	18.80731	0.24997	19.01993	0.25137	7.69435	0.15988	1026	13.1	3.31	06
9039	19.55482	0.25488	19.75083	0.25616	19.24585	0.25286	19.09302	0.25186	7.95349	0.16255	1026	13	3.315	09
9340	19.02326	0.25140	19.52159	0.25467	19.18605	0.25247	18.85050	0.25025	7.84385	0.16143	1026	13.1	3.305	04
9641	19.20930	0.25262	19.45183	0.25421	19.08970	0.25184	19.09967	0.25190	7.92691	0.16228	1026	12.9	3.31	06
9942	19.26246	0.25297	19.58140	0.25506	19.24252	0.25284	19.15615	0.25227	8.05648	0.16360	1027	13	3.31	05
10243	19.53821	0.25478	20.07973	0.25828	18.94684	0.25089	19.10963	0.25197	7.90033	0.16201	1027	13	3.31	06
10543	19.36000	0.25403	19.45000	0.25462	19.12333	0.25248	19.12667	0.25250	7.84333	0.16169	1027	12.9	3.31	09
10844	19.73090	0.25603	20.05980	0.25815	19.15282	0.25225	19.12292	0.25205	8.01661	0.16320	1027	13	3.31	06
11145	19.20598	0.25260	19.68106	0.25571	19.20930	0.25262	19.25581	0.25293	7.90033	0.16201	1027	12.9	3.31	07
11446	19.42193	0.25402	20.16611	0.25884	19.22259	0.25271	18.96678	0.25102	7.93688	0.16238	1027	13	3.31	05
11747	19.30897	0.25328	19.88040	0.25700	19.14950	0.25223	19.05980	0.25164	7.89369	0.16194	1027	12.9	3.31	06
12048	19.32890	0.25341	19.56478	0.25495	19.05648	0.25162	18.98339	0.25113	7.89369	0.16194	1027	12.8	3.31	06
12349	19.30565	0.25326	20.18272	0.25894	19.63787	0.25543	19.66445	0.25560	8.19934	0.16505	1027	12.8	3.31	06
12649	19.39000	0.25423	19.81667	0.25701	18.69667	0.24964	19.13000	0.25252	7.91333	0.16241	1027	12.8	3.31	06
12950	19.37542	0.25371	19.28571	0.25312	19.11296	0.25199	18.95349	0.25094	8.00664	0.16310	1027	12.8	3.305	07
13251	19.38206	0.25376	19.74419	0.25612	19.13953	0.25216	19.49169	0.25447	7.94684	0.16249	1027	12.8	3.31	05
13552	18.98339	0.25113	19.53821	0.25478	18.79070	0.24986	18.74751	0.24957	7.63787	0.15930	1027	12.5	3.31	08
13853	19.02326	0.25140	19.45847	0.25426	19.02326	0.25140	19.16279	0.25232	7.68439	0.15978	1028	12.7	3.31	05
14154	19.57807	0.25504	19.73754	0.25607	19.23588	0.25280	18.99668	0.25122	8.10299	0.16407	1028	12.8	3.31	06
14455	19.00997	0.25131	19.50831	0.25458	18.59801	0.24857	18.67110	0.24906	7.72425	0.16019	1028	12.7	3.31	06
14755	19.41333	0.25438	19.75000	0.25658	18.91000	0.25106	18.78333	0.25022	7.77667	0.16100	1028	12.7	3.31	06
15056	19.15282	0.25225	19.44850	0.25419	18.74751	0.24957	18.64452	0.24888	7.76412	0.16061	1028	12.6	3.31	07
15357	19.07973	0.25177	19.85714	0.25685	18.85050	0.25025	18.76744	0.24970	7.87375	0.16174	1028	12.7	3.31	06
15658	19.18272	0.25245	20.25914	0.25943	19.45515	0.25423	19.37209	0.25369	8.18272	0.16488	1028	12.7	3.315	07
15959	18.99336	0.25120	19.56478	0.25495	18.37542	0.24708	19.18937	0.25249	7.81728	0.16116	1028	12.6	3.31	06
16260	19.68439	0.25573	19.99003	0.25771	19.18272	0.25245	19.04319	0.25153	7.96013	0.16262	1028	12.6	3.31	06
16561	18.83721	0.25016	19.44186	0.25415	18.76080	0.24966	18.82724	0.25010	7.61130	0.15902	1028	12.7	3.305	08
16861	18.79667	0.25031	19.91667	0.25766	18.98333	0.25155	18.80667	0.25038	7.60333	0.15920	1028	12.6	3.315	10
17162	19.08306	0.25179	19.52824	0.25471	18.71429	0.24935	18.56146	0.24833	7.63123	0.15923	1029	12.7	3.31	08
17463	19.68106	0.25571	20.48505	0.26088	19.46512	0.25430	19.56811	0.25497	8.29568	0.16601	1029	12.6	3.31	07
17764	19.18272	0.25245	19.69767	0.25581	18.68439	0.24915	18.91694	0.25069	7.72757	0.16023	1028	12.5	3.31	07
18065	19.42857	0.25406	20.24252	0.25933	19.12292	0.25205	19.53488	0.25475	8.06312	0.16367	1029	12.5	3.31	09
18366	19.29900	0.25321	19.56146	0.25493	18.54485	0.24822	18.60465	0.24862	7.83721	0.16136	1028	12.5	3.291	09
18667	19.49502	0.25449	19.68771	0.25575	18.83056	0.25012	18.86711	0.25036	7.95349	0.16255	1029	12.5	3.315	09
18967	19.14000	0.25259	19.72333	0.25641	19.06000	0.25206	19.07667	0.25217	7.85667	0.16183	1029	12.6	3.31	08
19268	19.09635	0.25188	19.70100	0.25584	19.13621	0.25214	18.91030	0.25065	7.90365	0.16204	1029	12.5	3.315	08
19569	19.48173	0.25441	19.59468	0.25514	18.92027	0.25072	18.79402	0.24988	7.84053	0.16139	1029	12.5	3.31	07
19870	19.39535	0.25384	19.41528	0.25397	19.12625	0.25208	19.56146	0.25493	7.82060	0.16119	1029	12.5	3.305	08
20171	19.39535	0.25384	19.59468	0.25514	18.90365	0.25060	19.03322	0.25146	7.71429	0.16009	1029	12.5	3.315	10
20472	19.00000	0.25124	19.67442	0.25566	19.15282	0.25225	19.02326	0.25140	7.65781	0.15950	1029	12.5	3.31	08
20773	19.45515	0.25423	19.83389	0.25670	19.09635	0.25188	19.11960	0.25203	7.97010	0.16272	1029	12.5	3.305	08
21073	19.06667	0.25210	19.91667	0.25766	19.11000	0.25239	19.44000	0.25456	8.03000	0.16361	1029	12.4	3.315	09
21374	19.10963	0.25197	19.79734	0.25646	18.93355	0.25080	19.06645	0.25168	7.82724	0.16126	1029	12.5	3.31	08
21675	19.17276	0.25238	19.83389	0.25670	18.88372	0.25047	19.04651	0.25155	7.88704	0.16187	1029	12.4	3.315	08
21976	19.34551	0.25352	19.71096	0.25590	19.03322	0.25146	18.85714	0.25030	7.80731	0.16105	1030	12.4	3.31	07
22277	18.94020	0.25085	19.33223	0.25343	18.83056	0.25012	19.10299	0.25192	7.84053	0.16139	1030	12.4	3.315	08
22578	19.25581	0.25293	19.62126	0.25532	18.66113	0.24899	18.84053	0.25019	7.83389	0.16133	1030	12.5	3.315	08
22879	19.13953	0.25216	19.65116	0.25551	19.22259	0.25271	19.18937	0.25249	7.76412	0.16061	1030	12.4	3.31	07
23179	20.06333	0.25861	20.18000	0.25936	19.11000	0.25239	18.86000	0.25073	8.02667	0.16357	1030	12.3	3.31	08
23480	19.23256	0.25278	19.78405	0.25637	19.02326	0.25140	18.83389	0.25014	7.67442	0.15968	1030	12.4	3.31	08
23781	19.12292	0.25205	19.21595	0.25267	18.85714	0.25030	18.82060	0.25005	7.78738	0.16085	1030	12.4	3.291	07
24082	19.46512	0.25430	19.65116	0.25551	19.08306	0.25179	18.98339	0.25113	7.83056	0.16129	1030	12.4	3.31	05
24383	19.46512	0.25430	19.58472	0.25508	18.97010	0.25104	19.18605	0.25247	7.97674	0.16279	1030	12.4	3.315	08
24684	19.33223	0.25343	19.75415	0.25618	18.83389	0.25014	18.91694	0.25069	7.73754	0.16033	1030	12.3	3.31	08
24985	19.22259	0.25271	19.73754	0.25607	18.77409	0.24974	19.09302	0.25186	7.78073	0.16078	1030	12.4	3.305	08
25285	18.94667	0.25131	19.60333	0.25563	18.88000	0.25087	18.85000	0.25067	7.60333	0.15920	1031	12.4	3.31	05
25586	19.16611	0.25234	19.49834	0.25452	18.97010	0.25104	18.70764	0.24930	7.68771	0.15981	1030	12.3	3.305	05
25887	19.10963	0.25197	19.48837	0.25445	18.93688	0.25083	18.73754	0.24950	7.85050	0.16150	1030	12.3	3.31	08
26188	18.99336	0.25120	19.72757	0.25601	18.99336	0.25120	18.86379	0.25034	7.83056	0.16129	1030	12.3	3.31	08
26489	18.94352	0.25087	19.61794	0.25530	18.94020	0.25085	18.96013	0.25098	7.86047	0.16160	1031	12.2	3.31	06
26790	19.32890	0.25341	19.42525	0.25404	18.73090	0.24946	18.68106	0.24913	7.64784	0.15940	1031	12.3	3.3	08
27091	19.06977	0.25170	19.70100	0.25584	18.87708	0.25043	19.30565	0.25326	7.82392	0.16122	1031	12.3	3.31	09
27391	19.11667	0.25243	19.41667	0.25441	18.97667	0.25151	19.01000	0.25173	7.73000	0.16052	1031	12.3	3.31	08
27692	19.01993	0.25137	19.37542	0.25371	18.62126	0.24873	18.31229	0.24665	7.58804	0.15877	1031	12.2	3.31	08
27993	19.71761	0.25594	19.76412	0.25625	19.07309	0.25173	19.08638	0.25181	8.00332	0.16306	1031	12.1	3.31	10
28294	19.21595	0.25267	19.68771	0.25575	19.18272	0.25245	18.72425	0.24941	7.96346	0.16266	1031	12.2	3.31	10
28595	19.36877	0.25367	19.73422	0.25605	19.52492	0.25469	19.31561	0.25332	8.08306	0.16387	1031	12.3	3.3	08
28896	19.06645	0.25168	19.14950	0.25223	18.56478	0.24835	18.52492	0.24808	7.67442	0.15968	1031	12.2	3.31	08
29197	18.99336	0.25120	19.39535	0.25384	18.26246	0.24632	18.46844	0.24770	7.51163	0.15797	1031	12.2	3.31	06
29497	18.86667	0.25078	19.40333	0.25432	18.71333	0.24976	18.74667	0.24998	7.63333	0.15951	1031	12.3	3.305	07
29798	19.00997	0.25131	19.20930	0.25262	18.70764	0.24930	18.92691	0.25076	7.87708	0.16177	1031	12.4	3.31	07
30099	18.97010	0.25104	19.44186	0.25415	18.41860	0.24737	18.94352	0.25087	7.49502	0.15780	1031	12.3	3.31	06
30400	19.19601	0.25254	19.81063	0.25655	19.09635	0.25188	18.88704	0.25049	7.78738	0.16085	1031	12.2	3.31	06
30701	18.96013	0.25098	19.42857	0.25406	18.66445	0.24901	18.35216	0.24692	7.49502	0.15780	1031	12.3	3.31	06
31002	19.52824	0.25471	20.15615	0.25877	19.27243	0.25304	19.07309	0.25173	8.33887	0.16644	1031	12.2	3.31	04
31303	19.17940	0.25243	19.67774	0.25568	18.68106	0.24913	19.00000	0.25124	7.75748	0.16054	1031	12.3	3.31	06
31603	19.06000	0.25206	19.57000	0.25541	19.01000	0.25173	18.89667	0.25098	7.88000	0.16207	1031	12.2	3.305	07
31904	19.33887	0.25347	19.45183	0.25421	18.72425	0.24941	19.01329	0.25133	7.80399	0.16102	1031	12.2	3.31	08
32205	19.05648	0.25162	19.07641	0.25175	18.79734	0.24990	18.77076	0.24972	7.70764	0.16002	1031	12.3	3.31	07
32506	18.92027	0.25072	19.59136	0.25512	18.74086	0.24952	18.78073	0.24979	7.69103	0.15985	1031	12.2	3.31	09
32807	19.13289	0.25212	19.61794	0.25530	19.07641	0.25175	18.71761	0.24937	7.98671	0.16289	1031	12.2	3.31	06
33108	19.89369	0.25708	20.28239	0.25958	19.36545	0.25365	19.21595	0.25267	8.23256	0.16538	1031	12.3	3.31	07
33409	19.35880	0.25360	19.86047	0.25687	18.94684	0.25089	19.09635	0.25188	8.01661	0.16320	1031	12.2	3.31	08
33709	19.65333	0.25595	20.05333	0.25854	19.73333	0.25647	19.36667	0.25408	8.12333	0.16455	1031	12.2	3.31	09
34010	19.51495	0.25462	19.78405	0.25637	19.27575	0.25306	19.02990	0.25144	7.94020	0.16242	1032	12.2	3.31	09
34311	18.94020	0.25085	19.82724	0.25665	18.91694	0.25069	18.75748	0.24963	7.60465	0.15895	1032	12.2	3.31	09
34612	19.32890	0.25341	20.14950	0.25873	19.05648	0.25162	19.21595	0.25267	8.06645	0.16370	1032	12.2	3.3	08
34913	19.34219	0.25350	19.68771	0.25575	18.97010	0.25104	19.09302	0.25186	7.69103	0.15985	1032	12.2	3.31	08
35214	19.16279	0.25232	19.89369	0.25708	19.09635	0.25188	19.01661	0.25135	7.73422	0.16030	1032	12.2	3.315	06
35515	19.47508	0.25436	19.86047	0.25687	19.00664	0.25129	19.17276	0.25238	7.87043	0.16170	1032	12.1	3.31	07
35815	19.07000	0.25212	19.46333	0.25471	19.07667	0.25217	19.42000	0.25443	7.95667	0.16286	1032	12.1	3.281	08
36116	19.05316	0.25159	19.25249	0.25291	18.42193	0.24739	18.72757	0.24944	7.55482	0.15843	1032	12.1	3.31	08
36417	19.11960	0.25203	19.61130	0.25525	18.93355	0.25080	19.10299	0.25192	7.95017	0.16252	1032	12.1	3.31	09
36718	18.39203	0.24719	19.17276	0.25238	18.66777	0.24904	18.72093	0.24939	7.58804	0.15877	1032	12.2	3.31	10
37019	19.21262	0.25264	19.62458	0.25534	18.93688	0.25083	18.85382	0.25027	7.79734	0.16095	1032	12.2	3.31	09
37320	19.65116	0.25551	19.68106	0.25571	18.83389	0.25014	19.12292	0.25205	8.00332	0.16306	1032	12.1	3.31	07
37621	19.02658	0.25142	19.71096	0.25590	18.66113	0.24899	18.66113	0.24899	7.61462	0.15905	1032	12.1	3.31	08
37921	19.19000	0.25292	19.70000	0.25626	18.81667	0.25044	18.80000	0.25033	7.65667	0.15976	1032	12.1	3.305	08
38222	19.33223	0.25343	19.46179	0.25428	19.12292	0.25205	18.74419	0.24955	7.81063	0.16109	1032	12.1	3.31	07
38523	18.91030	0.25065	19.55150	0.25486	18.62458	0.24875	18.46844	0.24770	7.56146	0.15850	1033	12.4	3.31	07
38824	18.94684	0.25089	19.32558	0.25339	18.74086	0.24952	18.73422	0.24948	7.57475	0.15864	1033	12.1	3.31	09
39125	19.32558	0.25339	19.50166	0.25454	19.06645	0.25168	18.96346	0.25100	7.80399	0.16102	1033	12.1	3.31	08
39426	20.16944	0.25886	20.57807	0.26147	19.17276	0.25238	19.28571	0.25312	8.13953	0.16444	1033	12.2	3.31	08
39727	19.83389	0.25670	19.78073	0.25635	19.18272	0.25245	19.03987	0.25151	8.09967	0.16404	1033	12.5	3.31	07
40027	18.74333	0.24996	19.49667	0.25493	19.17667	0.25283	18.67333	0.24949	7.77000	0.16093	1033	12.6	3.31	06
40328	18.94684	0.25089	19.48505	0.25443	18.88372	0.25047	18.67442	0.24908	7.51163	0.15797	1033	13	3.31	08
40629	19.15947	0.25229	19.74419	0.25612	18.90698	0.25063	18.78405	0.24981	7.95017	0.16252	1033	13.4	3.31	07
40930	19.09635	0.25188	19.74751	0.25614	18.93688	0.25083	18.92359	0.25074	7.75415	0.16050	1033	13.8	3.31	09
41231	19.17940	0.25243	19.63123	0.25538	19.16611	0.25234	19.25914	0.25295	8.05980	0.16364	1033	14.2	3.31	08
41532	19.33223	0.25343	19.96678	0.25756	19.13953	0.25216	18.97342	0.25107	7.92359	0.16225	1033	14.6	3.31	06
41833	19.21262	0.25264	19.60465	0.25521	18.91030	0.25065	19.02990	0.25144	7.96013	0.16262	1033	14.5	3.31	06
42133	19.29333	0.25360	19.72667	0.25643	19.15333	0.25267	19.26000	0.25338	7.79000	0.16114	1033	14.7	3.31	05
42434	19.04983	0.25157	19.10963	0.25197	18.78405	0.24981	18.51163	0.24799	7.75083	0.16047	1033	15	3.31	06
42735	19.44850	0.25419	19.68439	0.25573	19.08638	0.25181	19.24917	0.25288	7.73422	0.16030	1033	15.1	3.31	07
43036	19.21262	0.25264	19.62126	0.25532	18.98671	0.25115	19.02326	0.25140	8.03322	0.16337	1033	15.3	3.291	05
43337	19.38538	0.25378	20.06312	0.25818	19.46179	0.25428	19.22924	0.25275	8.13289	0.16438	1033	14.9	3.31	07
43638	18.91362	0.25067	19.11960	0.25203	18.72425	0.24941	18.50166	0.24793	7.64120	0.15933	1034	14.5	3.31	05
43939	18.69103	0.24919	19.24585	0.25286	19.13621	0.25214	19.20930	0.25262	7.75748	0.16054	1033	14.3	3.31	07
44239	19.15667	0.25270	19.48667	0.25486	18.93667	0.25124	18.72000	0.24980	7.61000	0.15927	1034	15	3.31	06
44540	19.04319	0.25153	19.22259	0.25271	18.89037	0.25052	18.69435	0.24921	7.82724	0.16126	1034	15.5	3.31	06
44841	19.11628	0.25201	19.46179	0.25428	18.82060	0.25005	19.04983	0.25157	7.89037	0.16191	1034	15.4	3.31	06
45142	19.22259	0.25271	19.64120	0.25545	18.58472	0.24848	18.78073	0.24979	7.66777	0.15961	1034	14.8	3.3	07
45443	19.33887	0.25347	19.62791	0.25536	18.65449	0.24895	18.67110	0.24906	7.85050	0.16150	1034	14.9	3.31	05
45744	19.50166	0.25454	20.02326	0.25792	18.99003	0.25118	18.84053	0.25019	8.08306	0.16387	1034	14.9	3.31	05
46045	18.72757	0.24944	18.95349	0.25094	18.45183	0.24759	18.54485	0.24822	7.42193	0.15703	1034	15.3	3.296	08
46345	18.96333	0.25142	19.52667	0.25513	19.09000	0.25226	18.91667	0.25111	7.84333	0.16169	1034	15.7	3.31	09
46646	19.26578	0.25299	19.57807	0.25504	18.98339	0.25113	19.04983	0.25157	8.08970	0.16394	1034	15.4	3.31	07
46947	18.88372	0.25047	19.50498	0.25456	18.59801	0.24857	18.80731	0.24997	7.75415	0.16050	1034	15	3.31	08
47248	18.99003	0.25118	19.40864	0.25393	18.82392	0.25008	18.94020	0.25085	7.88040	0.16180	1034	15	3.315	06
47549	19.07973	0.25177	19.21927	0.25269	18.73090	0.24946	18.88372	0.25047	7.82392	0.16122	1034	15.3	3.3	08
47850	19.25914	0.25295	19.66777	0.25562	18.97342	0.25107	19.10631	0.25194	7.78073	0.16078	1034	15.6	3.31	09
48151	19.14286	0.25219	19.80066	0.25648	19.15282	0.25225	18.97674	0.25109	8.00664	0.16310	1034	15.6	3.286	07
48451	19.37000	0.25410	19.83667	0.25714	19.06667	0.25210	19.33667	0.25388	8.13667	0.16469	1034	15.2	3.305	07
48752	19.01661	0.25135	19.61130	0.25525	18.70764	0.24930	18.80066	0.24992	7.75415	0.16050	1034	15	3.31	05
49053	18.59801	0.24857	19.41860	0.25400	18.69103	0.24919	18.44850	0.24757	7.83056	0.16129	1034	14.7	3.31	05
49354	18.83721	0.25016	19.44850	0.25419	18.85050	0.25025	18.70764	0.24930	7.57475	0.15864	1034	14.8	3.31	08
49655	19.00664	0.25129	19.51495	0.25462	18.61794	0.24870	18.65116	0.24893	7.61130	0.15902	1034	14.7	3.31	08
49956	19.11628	0.25201	19.30233	0.25323	18.78738	0.24983	18.70100	0.24926	7.70764	0.16002	1034	14.5	3.31	06
50257	18.87708	0.25043	19.67442	0.25566	18.87043	0.25038	19.01329	0.25133	7.79734	0.16095	1034	14.4	3.31	07
50557	18.60667	0.24904	19.27000	0.25344	18.70333	0.24969	18.85000	0.25067	7.73333	0.16055	1034	14.2	3.315	06
50858	19.07973	0.25177	19.37209	0.25369	18.64120	0.24886	18.61130	0.24866	7.94352	0.16245	1034	14.1	3.31	08
51159	18.90698	0.25063	19.86379	0.25689	18.90698	0.25063	18.97342	0.25107	8.00997	0.16313	1034	14	3.305	07
51460	18.51163	0.24799	19.35216	0.25356	18.66113	0.24899	18.51163	0.24799	7.56478	0.15853	1035	14	3.31	06
51761	19.25914	0.25295	19.80066	0.25648	18.98339	0.25113	19.01661	0.25135	7.89701	0.16198	1035	14	3.281	09
52062	18.89037	0.25052	19.66113	0.25558	18.90033	0.25058	18.45515	0.24761	7.67110	0.15964	1034	14.1	3.296	09
52363	18.36213	0.24699	19.03654	0.25148	18.60465	0.24862	18.82392	0.25008	7.55482	0.15843	1034	14.4	3.31	10
52663	19.02000	0.25179	19.82000	0.25703	18.78000	0.25020	19.04000	0.25193	7.91000	0.16238	1034	14.6	3.31	09
52964	19.02326	0.25140	19.53821	0.25478	19.00664	0.25129	18.77741	0.24977	7.88372	0.16184	1035	14.8	3.305	10
53265	18.95349	0.25094	19.18937	0.25249	18.50498	0.24795	18.83056	0.25012	7.75748	0.16054	1035	14.6	3.291	08
53566	19.05316	0.25159	19.90365	0.25715	18.98007	0.25111	18.88704	0.25049	7.99336	0.16296	1035	14.3	3.31	07
53867	18.74419	0.24955	19.38538	0.25378	18.14950	0.24556	18.24585	0.24621	7.53488	0.15822	1035	14.2	3.31	07
54168	19.32226	0.25336	19.66445	0.25560	19.17940	0.25243	19.04651	0.25155	8.09635	0.16401	1035	14.1	3.296	08
54469	19.12957	0.25210	19.66777	0.25562	18.66777	0.24904	18.80066	0.24992	8.04319	0.16347	1035	14.1	3.305	08
54769	19.16333	0.25274	19.69667	0.25623	18.73333	0.24989	18.86333	0.25075	8.06000	0.16391	1035	14	3.31	07
55070	18.14618	0.24553	19.26246	0.25297	18.08306	0.24511	18.31894	0.24670	7.35880	0.15636	1035	13.9	3.31	06
55371	19.25914	0.25295	19.72757	0.25601	19.22591	0.25273	18.92359	0.25074	7.98007	0.16282	1035	13.9	3.31	05
55672	19.16611	0.25234	19.62126	0.25532	18.81395	0.25001	18.95349	0.25094	7.68439	0.15978	1035	13.9	3.31	05
55973	18.28239	0.24645	19.06977	0.25170	18.56811	0.24837	18.66113	0.24899	7.52824	0.15815	1034	14.1	3.305	06
56274	19.41196	0.25395	19.89701	0.25711	18.81063	0.24999	18.83056	0.25012	7.84718	0.16146	1035	14.4	3.31	06
56575	19.11628	0.25201	19.61794	0.25530	18.99003	0.25118	18.81063	0.24999	7.80399	0.16102	1034	14.6	3.305	06
56875	18.84333	0.25062	19.61333	0.25569	19.01667	0.25177	18.94333	0.25129	7.94000	0.16269	1035	15	3.31	05
57176	18.94020	0.25085	19.37209	0.25369	18.62791	0.24877	18.78405	0.24981	7.75748	0.16054	1034	15	3.31	05
57477	19.03322	0.25146	19.62791	0.25536	18.99003	0.25118	18.76744	0.24970	7.94352	0.16245	1035	14.9	3.315	06
57778	18.88040	0.25045	19.61794	0.25530	18.87708	0.25043	18.70100	0.24926	7.83389	0.16133	1034	14.5	3.31	06
58079	19.14950	0.25223	19.29236	0.25317	18.89369	0.25054	18.62458	0.24875	7.72425	0.16019	1034	14.3	3.31	07
58380	18.94684	0.25089	19.43854	0.25413	18.52824	0.24810	18.41528	0.24735	7.81063	0.16109	1035	14.3	3.31	06
58681	19.33887	0.25347	19.81728	0.25659	18.93688	0.25083	18.78073	0.24979	8.08638	0.16391	1035	14	3.31	06
58981	19.05000	0.25199	19.72333	0.25641	18.75667	0.25004	18.94000	0.25126	7.90000	0.16228	1035	14	3.31	07
59282	19.28571	0.25312	19.59136	0.25512	18.94020	0.25085	18.77741	0.24977	7.82724	0.16126	1034	14.1	3.31	09
59583	18.97342	0.25107	19.45183	0.25421	18.74751	0.24957	18.68106	0.24913	7.79402	0.16092	1035	14.2	3.305	07
59884	18.79070	0.24986	19.00332	0.25126	18.06977	0.24502	18.14618	0.24553	7.57807	0.15867	1034	14.3	3.31	08
60185	19.00000	0.25124	19.30233	0.25323	18.64120	0.24886	18.95681	0.25096	7.84718	0.16146	1034	14.5	3.31	08
60486	19.00332	0.25126	19.67774	0.25568	19.29568	0.25319	19.39867	0.25386	7.97674	0.16279	1034	14.7	3.31	07
60786	19.28000	0.25351	19.86333	0.25732	18.89000	0.25093	18.81333	0.25042	7.91667	0.16245	1035	14.8	3.31	09
61087	19.01329	0.25133	19.58140	0.25506	18.60797	0.24864	18.91030	0.25065	7.99003	0.16293	1035	15.1	3.31	06
61388	18.82392	0.25008	19.27907	0.25308	18.83721	0.25016	18.59801	0.24857	7.74751	0.16043	1035	15.3	3.31	07
61689	19.35548	0.25358	19.77076	0.25629	19.51827	0.25465	19.05980	0.25164	7.93023	0.16232	1035	14.9	3.31	06
61990	19.44186	0.25415	19.83056	0.25668	19.19601	0.25254	18.95017	0.25091	8.13621	0.16441	1035	14.7	3.31	06
62291	18.87043	0.25038	19.51163	0.25460	18.76744	0.24970	18.79734	0.24990	7.79070	0.16088	1035	14.4	3.31	05
