###Seconds (since Midnight UTC) 	 Chan 0 rate 	 Error in Chan0 	 Chan 1 rate 	 Error in Chan1 	 Chan 2 rate 	 Error in Chan2 	 Chan 3 rate 	 Error in Chan3 	 Trigger rate	Error in Triggers 	 Raw BA output 	 Temp (DegC) 	 Bus Voltage 	 #GPS satellites in view 
11253	18.85050	0.25025	19.64452	0.25547	18.95017	0.25091	18.36545	0.24701	7.47176	0.15755	1052	12.7	3.31	03
11553	19.09333	0.25228	19.96667	0.25798	19.03667	0.25190	18.46000	0.24806	7.59333	0.15909	1052	12.7	3.31	06
11854	19.22591	0.25273	19.80066	0.25648	18.79402	0.24988	18.24917	0.24623	7.54485	0.15832	1052	12.7	3.31	07
12155	18.72425	0.24941	19.41196	0.25395	18.32558	0.24674	18.03322	0.24477	7.48505	0.15769	1052	12.6	3.3	04
12456	18.94352	0.25087	19.82392	0.25663	18.75083	0.24959	18.21595	0.24600	7.58804	0.15877	1052	12.6	3.31	06
12757	18.99336	0.25120	19.52492	0.25469	18.54817	0.24824	18.38206	0.24712	7.51495	0.15801	1052	12.6	3.31	06
13058	19.33223	0.25343	19.71096	0.25590	19.10299	0.25192	18.86711	0.25036	7.76744	0.16064	1052	12.6	3.31	06
13359	18.74419	0.24955	19.75748	0.25620	18.68439	0.24915	18.17276	0.24571	7.44850	0.15731	1052	12.5	3.3	06
13659	18.98667	0.25157	19.63000	0.25580	18.67333	0.24949	18.45667	0.24804	7.68000	0.16000	1052	12.5	3.31	06
13960	19.24252	0.25284	19.71096	0.25590	18.45515	0.24761	18.20930	0.24596	7.53821	0.15825	1052	12.5	3.3	06
14261	18.84053	0.25019	19.49834	0.25452	18.79402	0.24988	18.01661	0.24465	7.48505	0.15769	1052	12.5	3.31	05
14562	19.00000	0.25124	19.76412	0.25625	19.04651	0.25155	18.34551	0.24688	7.47841	0.15762	1052	12.5	3.31	07
14863	18.66777	0.24904	19.47508	0.25436	18.74419	0.24955	18.47841	0.24777	7.27575	0.15547	1052	12.5	3.31	05
15164	19.09967	0.25190	19.70432	0.25586	18.90033	0.25058	18.33887	0.24683	7.50166	0.15787	1052	12.5	3.31	05
15465	19.21262	0.25264	19.94020	0.25738	18.76080	0.24966	18.53821	0.24817	7.55150	0.15839	1052	12.4	3.31	07
15765	19.15000	0.25265	19.89333	0.25751	19.01000	0.25173	18.62000	0.24913	7.47333	0.15783	1052	12.4	3.31	06
16066	19.11960	0.25203	19.80731	0.25652	18.69767	0.24924	18.57807	0.24844	7.59468	0.15884	1052	12.4	3.31	06
16367	18.87375	0.25041	19.76412	0.25625	18.43854	0.24750	18.46844	0.24770	7.38206	0.15660	1052	12.4	3.31	07
16668	19.49169	0.25447	19.96678	0.25756	18.69103	0.24919	18.45183	0.24759	7.63787	0.15930	1052	12.4	3.31	08
16969	19.02990	0.25144	19.70432	0.25586	18.87708	0.25043	18.49502	0.24788	7.53156	0.15818	1052	12.3	3.31	07
17270	18.98671	0.25115	19.80066	0.25648	19.00664	0.25129	18.53821	0.24817	7.68771	0.15981	1052	12.3	3.31	08
17571	19.03654	0.25148	19.78405	0.25637	18.55482	0.24828	17.91030	0.24393	7.36213	0.15639	1052	12.3	3.3	08
17871	19.38667	0.25421	20.11000	0.25891	18.99333	0.25162	18.84333	0.25062	7.57667	0.15892	1052	12.4	3.31	07
18172	18.71096	0.24932	19.72425	0.25599	18.78738	0.24983	18.50166	0.24793	7.51495	0.15801	1052	12.3	3.31	09
18473	19.06312	0.25166	19.80731	0.25652	18.78073	0.24979	18.47176	0.24773	7.48505	0.15769	1052	12.3	3.305	10
18774	19.36545	0.25365	19.61130	0.25525	18.87043	0.25038	18.71761	0.24937	7.70100	0.15995	1052	12.3	3.31	08
19075	19.55150	0.25486	20.36213	0.26009	18.78073	0.24979	18.35880	0.24697	7.60797	0.15898	1052	12.3	3.3	08
19376	18.73754	0.24950	19.48505	0.25443	18.64784	0.24890	18.56478	0.24835	7.43522	0.15717	1052	12.3	3.291	08
19677	18.93023	0.25078	19.57807	0.25504	18.53488	0.24815	18.23920	0.24616	7.21927	0.15487	1052	12.3	3.31	06
19977	19.15333	0.25267	19.76000	0.25665	19.31667	0.25375	18.34667	0.24730	7.75667	0.16080	1052	12.2	3.31	07
20278	19.03654	0.25148	19.60133	0.25519	19.17608	0.25240	18.62791	0.24877	7.61462	0.15905	1052	12.2	3.31	06
20579	19.18272	0.25245	19.52492	0.25469	18.53156	0.24813	18.29568	0.24654	7.42193	0.15703	1052	12.3	3.31	09
20880	19.31229	0.25330	19.91694	0.25723	19.23588	0.25280	18.90698	0.25063	7.74751	0.16043	1052	12.3	3.305	08
21181	19.11960	0.25203	20.00332	0.25779	18.87708	0.25043	18.52824	0.24810	7.60465	0.15895	1052	12.3	3.31	07
21482	19.05316	0.25159	19.48173	0.25441	18.47841	0.24777	18.39203	0.24719	7.37542	0.15653	1052	12.2	3.31	08
21783	19.40199	0.25389	19.87708	0.25698	18.68106	0.24913	18.49834	0.24790	7.70764	0.16002	1052	12.2	3.31	09
22083	19.28667	0.25355	19.69333	0.25621	18.61000	0.24906	18.15667	0.24601	7.44667	0.15755	1052	12.2	3.31	08
22384	19.17276	0.25238	19.51495	0.25462	18.51163	0.24799	18.56146	0.24833	7.47841	0.15762	1052	12.2	3.31	08
22685	19.13621	0.25214	19.52159	0.25467	18.83056	0.25012	18.46179	0.24766	7.57475	0.15864	1052	12.2	3.305	09
22986	19.00000	0.25124	19.52159	0.25467	18.79402	0.24988	18.40199	0.24726	7.55814	0.15846	1052	12.1	3.31	06
23287	19.17608	0.25240	19.44186	0.25415	19.01329	0.25133	18.12292	0.24538	7.55814	0.15846	1052	12.2	3.305	08
23588	19.70100	0.25584	20.22591	0.25922	19.03987	0.25151	18.42193	0.24739	7.81728	0.16116	1052	12.2	3.31	08
23889	18.85050	0.25025	19.97010	0.25758	19.07641	0.25175	18.87708	0.25043	7.52492	0.15811	1052	12.1	3.31	08
24189	19.13667	0.25256	20.12667	0.25902	18.95000	0.25133	18.68000	0.24953	7.70000	0.16021	1052	12.1	3.31	08
24490	19.11296	0.25199	20.11628	0.25852	18.99003	0.25118	18.84718	0.25023	7.63123	0.15923	1052	12.1	3.305	06
24791	18.72093	0.24939	19.17608	0.25240	18.46179	0.24766	18.31561	0.24668	7.22591	0.15494	1052	12.1	3.31	06
25092	18.69767	0.24924	19.34551	0.25352	18.16279	0.24565	18.41860	0.24737	7.26910	0.15540	1052	12.2	3.31	08
25393	19.04319	0.25153	19.82724	0.25665	18.65781	0.24897	18.57143	0.24839	7.73754	0.16033	1052	12.1	3.31	08
25694	18.89037	0.25052	19.76080	0.25622	18.78738	0.24983	18.29568	0.24654	7.44518	0.15727	1052	12	3.31	06
25995	19.41196	0.25395	19.65449	0.25553	18.66445	0.24901	18.43854	0.24750	7.54485	0.15832	1052	12.1	3.31	06
26295	19.38333	0.25419	19.62667	0.25578	18.89667	0.25098	18.48333	0.24822	7.40000	0.15706	1052	12.1	3.3	06
26596	18.85050	0.25025	19.61462	0.25527	18.57475	0.24842	18.54153	0.24819	7.42193	0.15703	1052	12.1	3.31	07
26897	18.95349	0.25094	19.38538	0.25378	18.58472	0.24848	18.30897	0.24663	7.18937	0.15455	1052	12	3.31	07
27198	18.69103	0.24919	19.71096	0.25590	18.67110	0.24906	18.24585	0.24621	7.31229	0.15586	1052	12.1	3.296	08
27499	19.39203	0.25382	20.12625	0.25858	19.00997	0.25131	18.63123	0.24879	7.73422	0.16030	1052	12	3.3	08
27800	18.60465	0.24862	19.56146	0.25493	18.62458	0.24875	18.43522	0.24748	7.56146	0.15850	1053	12	3.31	06
28101	19.08306	0.25179	19.53821	0.25478	18.47841	0.24777	18.25249	0.24625	7.39535	0.15675	1052	12	3.31	08
28401	19.42667	0.25447	20.14667	0.25914	18.74667	0.24998	18.64667	0.24931	7.68333	0.16003	1052	12	3.31	08
28702	19.12292	0.25205	19.94684	0.25743	18.72757	0.24944	18.47508	0.24775	7.57475	0.15864	1052	12	3.31	08
29003	19.12625	0.25208	19.35216	0.25356	19.04983	0.25157	18.66113	0.24899	7.33887	0.15615	1053	11.9	3.31	08
29304	18.67442	0.24908	19.46179	0.25428	18.71429	0.24935	18.28239	0.24645	7.38538	0.15664	1052	12	3.31	07
29605	19.14618	0.25221	19.50831	0.25458	18.62126	0.24873	18.23920	0.24616	7.40199	0.15682	1052	12	3.31	08
29906	18.87043	0.25038	19.63787	0.25543	18.32890	0.24677	18.46844	0.24770	7.36213	0.15639	1052	12	3.3	07
30207	18.98339	0.25113	19.43522	0.25410	18.66113	0.24899	18.81728	0.25003	7.34551	0.15622	1052	12	3.31	08
30507	19.06000	0.25206	19.34000	0.25390	18.26333	0.24673	18.15333	0.24599	7.30333	0.15603	1052	12	3.3	06
30808	18.64784	0.24890	20.08970	0.25835	18.78405	0.24981	18.76412	0.24968	7.52824	0.15815	1052	11.9	3.296	07
31109	18.57807	0.24844	19.41860	0.25400	18.51163	0.24799	18.27575	0.24641	7.39203	0.15671	1052	11.9	3.31	06
31410	18.90033	0.25058	19.69435	0.25579	18.91694	0.25069	18.40532	0.24728	7.42193	0.15703	1052	11.9	3.31	05
31711	18.79734	0.24990	19.69767	0.25581	18.54817	0.24824	18.47176	0.24773	7.45183	0.15734	1052	11.9	3.31	06
32012	19.13621	0.25214	19.70764	0.25588	18.34884	0.24690	18.47508	0.24775	7.40199	0.15682	1052	11.9	3.3	06
32313	19.56478	0.25495	20.36213	0.26009	19.06977	0.25170	18.81728	0.25003	7.71761	0.16012	1052	11.9	3.305	07
32613	18.92667	0.25118	19.44333	0.25458	18.75000	0.25000	18.71333	0.24976	7.39000	0.15695	1052	11.8	3.31	09
32914	18.80066	0.24992	19.22259	0.25271	18.57807	0.24844	18.60133	0.24859	7.32890	0.15604	1052	11.9	3.31	08
33215	19.08306	0.25179	19.59136	0.25512	18.66113	0.24899	18.21595	0.24600	7.42193	0.15703	1052	11.9	3.296	07
33516	19.49834	0.25452	20.04983	0.25809	19.14286	0.25219	18.46179	0.24766	7.71096	0.16006	1052	11.8	3.31	08
33817	18.67774	0.24910	19.61794	0.25530	18.53821	0.24817	18.59468	0.24855	7.39203	0.15671	1052	11.8	3.31	06
34118	18.87708	0.25043	19.53821	0.25478	18.49834	0.24790	18.77076	0.24972	7.34551	0.15622	1052	11.8	3.305	08
34418	18.91667	0.25111	19.71333	0.25634	18.63667	0.24924	18.63333	0.24922	7.51667	0.15829	1052	11.9	3.31	08
34719	18.97674	0.25109	20.01329	0.25786	18.63787	0.24884	18.29568	0.24654	7.66113	0.15954	1052	11.9	3.31	09
35020	19.31229	0.25330	20.10963	0.25848	19.02326	0.25140	18.84385	0.25021	7.70764	0.16002	1052	11.9	3.31	08
35321	19.39203	0.25382	19.93355	0.25734	18.75748	0.24963	18.39867	0.24724	7.69435	0.15988	1052	11.8	3.31	06
35622	19.27907	0.25308	19.39535	0.25384	18.60465	0.24862	18.58472	0.24848	7.53488	0.15822	1052	11.9	3.305	09
35923	18.81728	0.25003	19.44186	0.25415	18.64452	0.24888	18.39867	0.24724	7.36213	0.15639	1052	11.9	3.31	08
36224	19.61130	0.25525	19.85050	0.25680	18.86379	0.25034	18.84053	0.25019	7.50831	0.15794	1053	11.9	3.31	09
36524	19.30667	0.25368	19.78000	0.25677	19.15333	0.25267	18.78667	0.25024	7.58000	0.15895	1052	11.8	3.31	10
36825	19.39203	0.25382	19.63787	0.25543	18.88040	0.25045	18.50166	0.24793	7.73754	0.16033	1052	11.8	3.315	10
37126	19.20598	0.25260	20.02990	0.25796	18.77076	0.24972	19.11960	0.25203	7.75748	0.16054	1053	11.9	3.31	09
37427	19.06977	0.25170	19.30565	0.25326	18.64120	0.24886	18.30233	0.24659	7.16279	0.15426	1053	11.9	3.31	10
37728	18.99003	0.25118	19.73422	0.25605	19.05980	0.25164	18.98339	0.25113	7.58140	0.15871	1052	11.9	3.31	09
38029	19.37209	0.25369	19.84053	0.25674	18.76080	0.24966	18.97674	0.25109	7.71429	0.16009	1053	11.8	3.305	06
38330	18.77409	0.24974	19.62791	0.25536	18.60797	0.24864	18.40864	0.24730	7.40199	0.15682	1052	11.8	3.31	09
38630	19.11333	0.25241	20.22667	0.25966	19.21000	0.25305	18.76667	0.25011	7.83667	0.16162	1052	11.8	3.296	07
38931	18.88040	0.25045	19.72093	0.25596	18.72757	0.24944	18.51827	0.24804	7.49169	0.15776	1053	11.8	3.31	09
39232	18.83389	0.25014	19.53156	0.25473	18.66445	0.24901	18.46179	0.24766	7.34219	0.15618	1053	11.7	3.305	09
39533	19.10299	0.25192	19.58804	0.25510	18.38538	0.24715	18.16279	0.24565	7.33555	0.15611	1053	12	3.31	08
39834	19.25914	0.25295	19.78073	0.25635	19.09302	0.25186	18.64784	0.24890	7.73090	0.16026	1053	12.1	3.31	08
40135	18.99336	0.25120	19.43522	0.25410	18.95681	0.25096	18.91030	0.25065	7.47841	0.15762	1053	12.4	3.31	07
40436	19.11960	0.25203	19.88372	0.25702	18.80731	0.24997	18.29236	0.24652	7.61130	0.15902	1053	13.1	3.31	07
40736	19.07333	0.25215	19.58667	0.25552	19.22333	0.25314	18.80000	0.25033	7.64667	0.15965	1053	13.6	3.305	07
41037	19.30565	0.25326	19.70100	0.25584	18.93023	0.25078	18.59801	0.24857	7.62458	0.15916	1053	14.1	3.31	06
41338	18.36545	0.24701	19.21262	0.25264	18.27907	0.24643	17.78738	0.24309	7.19269	0.15458	1053	14.7	3.305	09
41639	19.07309	0.25173	19.12957	0.25210	18.47508	0.24775	18.26246	0.24632	7.25914	0.15530	1053	14.8	3.31	06
41940	19.11296	0.25199	19.82392	0.25663	18.72093	0.24939	18.22591	0.24607	7.50831	0.15794	1053	14.8	3.31	08
42241	19.13621	0.25214	19.73090	0.25603	18.62458	0.24875	18.32226	0.24672	7.59468	0.15884	1053	15	3.296	07
42542	18.68771	0.24917	19.54153	0.25480	18.84385	0.25021	18.68771	0.24917	7.45515	0.15738	1053	15.1	3.305	06
42842	19.24333	0.25327	19.79667	0.25688	18.83333	0.25055	18.40333	0.24768	7.57667	0.15892	1053	15.2	3.31	07
43143	18.77741	0.24977	19.43854	0.25413	18.72093	0.24939	18.46844	0.24770	7.51827	0.15804	1053	15.6	3.31	05
43444	19.03654	0.25148	19.69103	0.25577	18.51827	0.24804	18.68439	0.24915	7.58804	0.15877	1053	15.6	3.305	06
43745	18.96678	0.25102	19.50166	0.25454	18.78405	0.24981	18.34551	0.24688	7.69435	0.15988	1053	15.5	3.315	06
44046	18.53156	0.24813	19.19269	0.25251	18.04983	0.24488	17.83056	0.24339	7.37209	0.15650	1053	15.7	3.305	06
44347	19.20598	0.25260	19.82060	0.25661	18.31229	0.24665	18.46512	0.24768	7.49169	0.15776	1053	15.1	3.296	06
44648	19.35216	0.25356	20.00332	0.25779	18.58804	0.24850	18.80731	0.24997	7.72425	0.16019	1053	14.8	3.31	06
