###Seconds (since Midnight UTC) 	 Chan 0 rate 	 Error in Chan0 	 Chan 1 rate 	 Error in Chan1 	 Chan 2 rate 	 Error in Chan2 	 Chan 3 rate 	 Error in Chan3 	 Trigger rate	Error in Triggers 	 Raw BA output 	 Temp (DegC) 	 Bus Voltage 	 #GPS satellites in view 
62646	19.01329	0.25133	19.39203	0.25382	18.74086	0.24952	18.74419	0.24955	7.70764	0.16002	1027	15.2	3.31	07
62947	19.03654	0.25148	19.66445	0.25560	18.65116	0.24893	18.81395	0.25001	7.96678	0.16269	1027	15.5	3.286	07
63248	18.88040	0.25045	19.71096	0.25590	18.39867	0.24724	18.40532	0.24728	7.55482	0.15843	1027	15.7	3.31	06
63548	19.36000	0.25403	19.63000	0.25580	19.01667	0.25177	18.74667	0.24998	7.84333	0.16169	1027	15.8	3.3	06
63849	19.48173	0.25441	19.78073	0.25635	19.00000	0.25124	19.25581	0.25293	8.12292	0.16428	1027	16.1	3.305	06
64150	19.20930	0.25262	19.79070	0.25642	19.01661	0.25135	19.23256	0.25278	7.99336	0.16296	1027	15.8	3.31	05
64451	19.28904	0.25315	19.84718	0.25678	19.30565	0.25326	18.96013	0.25098	8.12292	0.16428	1027	15.9	3.31	04
64752	19.51827	0.25465	19.50166	0.25454	18.93355	0.25080	19.18272	0.25245	7.89701	0.16198	1027	15.9	3.31	07
65053	19.16611	0.25234	19.35216	0.25356	18.58804	0.24850	19.00000	0.25124	7.95349	0.16255	1026	15.7	3.3	06
65354	19.53156	0.25473	19.90365	0.25715	19.12292	0.25205	18.89037	0.25052	8.06312	0.16367	1026	15.6	3.31	08
65654	19.24333	0.25327	19.57000	0.25541	18.62000	0.24913	18.78667	0.25024	7.81333	0.16138	1026	15.6	3.305	07
65955	19.40864	0.25393	19.69103	0.25577	18.46844	0.24770	18.93688	0.25083	7.77741	0.16074	1026	15.3	3.31	08
66256	19.48837	0.25445	20.40532	0.26037	19.57807	0.25504	19.60797	0.25523	8.29568	0.16601	1026	15.3	3.31	08
66557	19.25581	0.25293	19.72757	0.25601	18.81728	0.25003	18.99668	0.25122	7.89037	0.16191	1026	15.6	3.31	06
66858	19.61794	0.25530	19.62791	0.25536	18.87708	0.25043	18.92691	0.25076	7.95681	0.16259	1025	15.7	3.31	09
67159	18.86047	0.25032	19.82724	0.25665	18.62458	0.24875	18.55150	0.24826	7.69767	0.15992	1025	15.9	3.305	07
67460	19.42525	0.25404	19.78073	0.25635	18.85714	0.25030	18.84718	0.25023	7.85050	0.16150	1025	16.2	3.305	08
67760	19.49333	0.25491	19.99667	0.25818	18.92667	0.25118	19.14333	0.25261	8.09000	0.16422	1025	16.2	3.305	07
68061	19.34551	0.25352	19.57475	0.25501	18.86379	0.25034	19.12292	0.25205	7.89037	0.16191	1025	16.1	3.31	08
68362	19.55150	0.25486	19.78738	0.25640	19.11628	0.25201	19.21262	0.25264	7.98671	0.16289	1024	16.2	3.31	08
68663	19.24917	0.25288	19.78405	0.25637	19.10963	0.25197	19.34551	0.25352	8.04983	0.16353	1024	16.4	3.31	06
68964	19.79402	0.25644	20.18605	0.25897	19.16944	0.25236	18.97674	0.25109	8.09302	0.16397	1024	16.1	3.31	05
69265	19.41860	0.25400	19.91362	0.25721	19.00997	0.25131	18.97010	0.25104	7.82392	0.16122	1024	15.8	3.31	06
69566	19.63787	0.25543	20.46844	0.26077	19.37209	0.25369	19.41528	0.25397	8.32558	0.16631	1024	15.8	3.31	07
69866	18.73667	0.24991	19.17667	0.25283	18.58333	0.24889	18.95667	0.25137	7.58667	0.15902	1024	15.5	3.31	07
70167	19.09302	0.25186	19.68771	0.25575	19.22591	0.25273	19.20930	0.25262	7.92027	0.16221	1023	15.5	3.305	06
70468	19.35216	0.25356	19.97342	0.25760	19.30565	0.25326	19.43522	0.25410	7.97674	0.16279	1023	15.5	3.31	06
70769	19.46844	0.25432	19.99336	0.25773	19.34884	0.25354	19.36213	0.25363	8.06312	0.16367	1023	15.9	3.31	07
71070	19.05980	0.25164	20.02990	0.25796	19.27907	0.25308	19.57807	0.25504	7.88040	0.16180	1023	16.1	3.31	07
71371	19.52159	0.25467	19.41196	0.25395	18.99336	0.25120	19.18272	0.25245	7.83056	0.16129	1023	16.4	3.31	09
71672	19.90365	0.25715	20.00664	0.25781	19.34551	0.25352	19.13953	0.25216	8.25581	0.16561	1023	16.2	3.31	09
71972	19.27333	0.25346	19.64333	0.25589	19.19667	0.25296	19.17333	0.25281	7.86333	0.16190	1023	15.7	3.3	09
72273	19.43189	0.25408	20.04319	0.25805	18.92027	0.25072	18.86711	0.25036	7.83721	0.16136	1023	15.4	3.31	07
72574	19.63455	0.25540	20.05648	0.25813	19.30897	0.25328	19.13953	0.25216	8.08970	0.16394	1022	15.1	3.31	08
72875	19.23920	0.25282	19.43522	0.25410	18.85714	0.25030	18.98339	0.25113	7.87708	0.16177	1022	14.8	3.31	09
73176	19.19269	0.25251	19.48837	0.25445	18.57475	0.24842	18.94020	0.25085	7.86711	0.16167	1022	14.6	3.31	08
73477	19.75083	0.25616	19.72757	0.25601	19.48837	0.25445	19.15615	0.25227	7.91694	0.16218	1022	14.5	3.31	08
73777	19.30000	0.25364	19.52667	0.25513	18.90333	0.25102	18.83000	0.25053	7.85333	0.16180	1023	14.4	3.31	08
74078	19.42525	0.25404	19.85714	0.25685	19.17940	0.25243	18.84718	0.25023	7.97674	0.16279	1023	14.7	3.31	06
74379	19.29236	0.25317	19.55482	0.25488	18.68439	0.24915	19.07973	0.25177	8.06312	0.16367	1022	14.6	3.31	07
74680	19.34551	0.25352	19.50831	0.25458	18.80731	0.24997	19.07309	0.25173	7.81728	0.16116	1022	14.5	3.31	08
74981	19.44186	0.25415	19.75748	0.25620	18.90698	0.25063	19.06977	0.25170	7.91362	0.16215	1022	14.4	3.31	07
75282	19.52824	0.25471	20.20266	0.25907	19.42857	0.25406	19.65116	0.25551	8.28571	0.16591	1022	14.2	3.31	08
75583	19.05648	0.25162	19.37209	0.25369	18.45847	0.24764	18.58804	0.24850	7.58140	0.15871	1022	14.1	3.31	06
75883	19.28000	0.25351	19.48667	0.25486	18.93333	0.25122	18.91333	0.25109	7.97000	0.16299	1022	14.1	3.31	08
76184	19.32226	0.25336	19.57143	0.25499	18.80731	0.24997	19.21927	0.25269	7.78073	0.16078	1022	14	3.31	08
76485	19.33555	0.25345	19.53156	0.25473	19.19269	0.25251	18.99003	0.25118	7.91694	0.16218	1022	13.9	3.305	09
76786	19.23920	0.25282	19.77741	0.25633	18.67442	0.24908	19.18605	0.25247	7.89369	0.16194	1022	13.9	3.31	10
77087	19.20598	0.25260	19.71761	0.25594	19.17608	0.25240	19.01993	0.25137	7.91694	0.16218	1022	13.8	3.31	10
77388	19.34884	0.25354	20.06312	0.25818	19.09635	0.25188	18.95349	0.25094	8.00000	0.16303	1022	13.7	3.31	09
77689	19.20598	0.25260	19.62791	0.25536	18.88040	0.25045	18.81063	0.24999	7.80731	0.16105	1022	13.8	3.31	07
77990	19.34551	0.25352	20.00664	0.25781	19.59468	0.25514	19.48837	0.25445	8.20266	0.16508	1022	13.7	3.296	06
78290	19.67667	0.25610	19.95667	0.25792	18.98333	0.25155	19.24333	0.25327	7.87000	0.16197	1022	13.7	3.296	07
78591	19.42857	0.25406	19.55482	0.25488	19.19269	0.25251	19.34884	0.25354	7.92359	0.16225	1022	13.8	3.31	08
78892	19.23920	0.25282	19.71429	0.25592	18.83389	0.25014	18.62791	0.24877	7.89369	0.16194	1022	13.8	3.31	09
79193	19.46179	0.25428	19.81395	0.25657	19.12292	0.25205	19.08638	0.25181	7.83721	0.16136	1022	13.8	3.31	08
79494	19.22259	0.25271	19.70764	0.25588	18.89037	0.25052	18.85382	0.25027	7.81063	0.16109	1022	13.8	3.305	07
79795	19.43522	0.25410	19.44186	0.25415	19.11960	0.25203	19.23920	0.25282	7.74751	0.16043	1022	13.8	3.296	07
80095	19.49667	0.25493	19.98333	0.25809	19.19000	0.25292	19.40333	0.25432	8.09000	0.16422	1022	13.8	3.3	07
80396	19.38206	0.25376	19.89701	0.25711	19.05648	0.25162	19.06977	0.25170	7.90698	0.16208	1022	13.7	3.305	09
80697	19.23920	0.25282	19.30233	0.25323	19.01329	0.25133	18.85714	0.25030	7.83389	0.16133	1022	13.7	3.31	07
80998	19.12292	0.25205	20.06645	0.25820	19.12957	0.25210	18.92027	0.25072	7.82392	0.16122	1022	13.7	3.31	08
81299	19.27907	0.25308	19.47841	0.25439	19.04319	0.25153	19.05316	0.25159	7.94352	0.16245	1022	13.7	3.31	07
81600	19.72425	0.25599	19.75415	0.25618	19.00997	0.25131	19.12625	0.25208	7.86047	0.16160	1022	13.7	3.31	09
81901	19.26578	0.25299	19.95017	0.25745	18.99668	0.25122	19.29900	0.25321	7.93355	0.16235	1022	13.8	3.305	09
82201	19.46667	0.25473	19.63667	0.25584	18.83333	0.25055	19.16667	0.25276	7.79333	0.16118	1022	13.7	3.291	08
82502	19.37874	0.25373	19.69767	0.25581	18.90698	0.25063	18.89701	0.25056	7.82060	0.16119	1022	13.6	3.31	08
82803	18.99003	0.25118	19.69767	0.25581	18.49834	0.24790	18.65449	0.24895	7.67110	0.15964	1023	13.6	3.31	09
83104	19.21262	0.25264	19.76080	0.25622	19.13621	0.25214	19.51495	0.25462	7.96346	0.16266	1023	13.7	3.31	07
83405	19.45183	0.25421	19.99003	0.25771	19.30233	0.25323	19.28239	0.25310	8.13953	0.16444	1023	13.7	3.31	07
83706	18.99003	0.25118	19.93023	0.25732	18.90698	0.25063	18.76080	0.24966	7.67110	0.15964	1023	13.6	3.31	08
84007	19.60797	0.25523	20.88704	0.26342	19.69103	0.25577	19.71761	0.25594	8.34551	0.16651	1023	13.6	3.31	06
84307	19.54000	0.25521	19.91333	0.25764	19.10333	0.25234	19.20333	0.25300	8.25667	0.16590	1023	13.6	3.31	05
84608	19.51495	0.25462	19.55482	0.25488	19.18605	0.25247	19.03987	0.25151	7.88372	0.16184	1023	13.6	3.305	06
84909	19.52159	0.25467	19.77409	0.25631	18.80731	0.24997	19.25249	0.25291	7.77741	0.16074	1023	13.5	3.31	06
85210	19.13289	0.25212	19.75415	0.25618	18.99336	0.25120	19.10631	0.25194	7.92027	0.16221	1023	13.5	3.31	05
85511	19.08306	0.25179	19.57807	0.25504	19.04651	0.25155	18.95681	0.25096	7.75083	0.16047	1023	13.5	3.3	04
85812	19.90365	0.25715	20.31894	0.25982	19.19601	0.25254	19.13621	0.25214	8.02658	0.16330	1023	13.5	3.305	05
