###Seconds (since Midnight UTC) 	 Chan 0 rate 	 Error in Chan0 	 Chan 1 rate 	 Error in Chan1 	 Chan 2 rate 	 Error in Chan2 	 Chan 3 rate 	 Error in Chan3 	 Trigger rate	Error in Triggers 	 Raw BA output 	 Temp (DegC) 	 Bus Voltage 	 #GPS satellites in view 
5784	18.81395	0.25001	19.07309	0.25173	18.55482	0.24828	18.49834	0.24790	7.34219	0.15618	1050	14.5	3.3	06
6085	18.69435	0.24921	18.79070	0.24986	17.92691	0.24404	17.95681	0.24425	7.47841	0.15762	1050	14.4	3.31	06
6386	18.12292	0.24538	18.57475	0.24842	17.80731	0.24323	17.83389	0.24341	7.22259	0.15490	1051	14.3	3.31	07
6686	18.42667	0.24784	19.07333	0.25215	18.36333	0.24741	18.24000	0.24658	7.55333	0.15868	1050	14.4	3.31	06
6987	18.58140	0.24846	19.26578	0.25299	18.20930	0.24596	18.14950	0.24556	7.53156	0.15818	1050	14.3	3.31	07
7288	18.51827	0.24804	18.86379	0.25034	18.30565	0.24661	18.01329	0.24463	7.43854	0.15720	1051	14.3	3.315	09
7589	19.09635	0.25188	19.39867	0.25386	18.29236	0.24652	18.05980	0.24495	7.70100	0.15995	1051	14.3	3.31	07
7890	18.46512	0.24768	18.82392	0.25008	18.19269	0.24585	18.10299	0.24524	7.42857	0.15710	1051	14.3	3.31	07
8191	18.86047	0.25032	19.38538	0.25378	18.27907	0.24643	18.05316	0.24490	7.56811	0.15857	1051	14.3	3.31	07
8492	18.52159	0.24806	18.53156	0.24813	18.12292	0.24538	17.90698	0.24391	7.33223	0.15608	1051	14.3	3.31	06
8792	18.85000	0.25067	18.94000	0.25126	18.10000	0.24563	18.08000	0.24549	7.58333	0.15899	1051	14.3	3.31	05
9093	18.24252	0.24618	18.62458	0.24875	18.00000	0.24454	17.57807	0.24166	7.30565	0.15579	1050	14.3	3.315	07
9394	18.86047	0.25032	18.72757	0.24944	18.13289	0.24544	17.99668	0.24452	7.41196	0.15692	1050	14.2	3.305	09
9695	18.45515	0.24761	19.22259	0.25271	18.31894	0.24670	18.25581	0.24627	7.29900	0.15572	1051	14.2	3.31	05
9996	18.89369	0.25054	19.31894	0.25334	18.64120	0.24886	18.40532	0.24728	7.66777	0.15961	1050	14.1	3.31	06
10297	18.24917	0.24623	18.57143	0.24839	17.84053	0.24346	17.83721	0.24343	7.23588	0.15505	1051	14.1	3.31	04
10598	18.88704	0.25049	19.10299	0.25192	18.50831	0.24797	18.66445	0.24901	7.51495	0.15801	1050	14.2	3.31	06
10898	18.96333	0.25142	19.23333	0.25320	18.49667	0.24831	18.27333	0.24680	7.66667	0.15986	1050	14.1	3.31	08
11199	18.67110	0.24906	19.12292	0.25205	18.47508	0.24775	18.01661	0.24465	7.49502	0.15780	1050	14.1	3.31	06
11500	18.59136	0.24853	18.87043	0.25038	18.13621	0.24547	18.13289	0.24544	7.23920	0.15508	1050	14.1	3.31	05
11801	18.55150	0.24826	18.81395	0.25001	18.07309	0.24504	17.82724	0.24337	7.40532	0.15685	1050	14.1	3.31	06
12102	18.58804	0.24850	18.73090	0.24946	18.29568	0.24654	18.11960	0.24535	7.61794	0.15909	1050	14.1	3.31	06
12403	18.53821	0.24817	19.40864	0.25393	18.22591	0.24607	18.10299	0.24524	7.43522	0.15717	1050	14.1	3.31	08
12704	18.41860	0.24737	18.77076	0.24972	18.08306	0.24511	17.65116	0.24216	7.26578	0.15537	1050	14.1	3.31	06
13004	18.30000	0.24698	18.65000	0.24933	17.89000	0.24420	18.08000	0.24549	7.37667	0.15681	1049	14	3.305	05
13305	17.98007	0.24441	18.40864	0.24730	18.15947	0.24562	17.56811	0.24159	6.97342	0.15221	1049	14	3.31	07
13606	18.62126	0.24873	18.97010	0.25104	18.25914	0.24630	17.66777	0.24227	7.28904	0.15562	1050	13.9	3.31	06
13907	18.77741	0.24977	19.31561	0.25332	18.43189	0.24746	18.22924	0.24609	7.44850	0.15731	1050	13.9	3.31	05
14208	18.60133	0.24859	18.69435	0.24921	18.69435	0.24921	18.22924	0.24609	7.54817	0.15836	1050	13.9	3.31	06
14509	18.64120	0.24886	19.21595	0.25267	18.45515	0.24761	18.16279	0.24565	7.38206	0.15660	1050	14	3.31	06
14810	18.83056	0.25012	18.98007	0.25111	18.55814	0.24830	18.00332	0.24456	7.28904	0.15562	1050	13.9	3.31	05
15110	18.61333	0.24909	18.72333	0.24982	18.60333	0.24902	18.20000	0.24631	7.35000	0.15652	1049	13.9	3.31	07
15411	18.48505	0.24781	18.67442	0.24908	18.11296	0.24531	17.96678	0.24432	7.39867	0.15678	1049	13.9	3.31	07
15712	18.01993	0.24468	18.63455	0.24881	18.36545	0.24701	18.00664	0.24459	7.23256	0.15501	1049	13.8	3.315	08
16013	18.27907	0.24643	18.97674	0.25109	18.41860	0.24737	18.13953	0.24549	7.37874	0.15657	1049	13.8	3.31	06
16314	18.50498	0.24795	18.98339	0.25113	18.35880	0.24697	18.20266	0.24591	7.47508	0.15759	1050	13.8	3.31	08
16615	18.36213	0.24699	18.67110	0.24906	18.09967	0.24522	17.90698	0.24391	7.34884	0.15625	1049	13.8	3.305	07
16916	18.56146	0.24833	18.76412	0.24968	18.01329	0.24463	17.67110	0.24230	7.44850	0.15731	1049	13.9	3.315	09
17216	18.53667	0.24857	18.88667	0.25091	18.64000	0.24927	18.29000	0.24691	7.43667	0.15744	1049	14	3.31	10
17517	19.03322	0.25146	19.06312	0.25166	18.43522	0.24748	18.08306	0.24511	7.65449	0.15947	1049	13.9	3.31	06
17818	18.66777	0.24904	18.95681	0.25096	18.28571	0.24647	18.16611	0.24567	7.46844	0.15752	1049	14	3.31	09
18119	18.59468	0.24855	18.54153	0.24819	18.24917	0.24623	18.39203	0.24719	7.32558	0.15600	1049	13.8	3.31	10
18420	18.94020	0.25085	18.73754	0.24950	18.71761	0.24937	18.40199	0.24726	7.61462	0.15905	1049	13.9	3.291	08
18721	18.63455	0.24881	19.29236	0.25317	18.21927	0.24603	18.32890	0.24677	7.54817	0.15836	1049	13.9	3.315	08
19022	18.61130	0.24866	18.50166	0.24793	18.00997	0.24461	18.40864	0.24730	7.48173	0.15766	1049	13.9	3.31	10
19322	18.74667	0.24998	18.77667	0.25018	18.36000	0.24739	17.96667	0.24472	7.44333	0.15752	1049	13.9	3.315	08
19623	18.84385	0.25021	18.89701	0.25056	18.71761	0.24937	18.44518	0.24755	7.48505	0.15769	1048	13.9	3.31	08
19924	18.41528	0.24735	18.87043	0.25038	18.42193	0.24739	18.28571	0.24647	7.44186	0.15724	1048	13.9	3.305	08
20225	18.49834	0.24790	18.97010	0.25104	18.43522	0.24748	18.18937	0.24582	7.45847	0.15741	1048	13.9	3.315	08
20526	18.38206	0.24712	18.86379	0.25034	18.46512	0.24768	18.16944	0.24569	7.67442	0.15968	1048	13.9	3.31	08
20827	18.51495	0.24802	19.00332	0.25126	18.30233	0.24659	17.87708	0.24371	7.53156	0.15818	1048	13.9	3.305	09
21128	18.50831	0.24797	18.75748	0.24963	18.00000	0.24454	18.00997	0.24461	7.40864	0.15689	1048	13.8	3.315	08
21428	18.61333	0.24909	19.29667	0.25362	18.45667	0.24804	18.60000	0.24900	7.43667	0.15744	1048	13.9	3.31	09
21729	18.59468	0.24855	18.58140	0.24846	18.26246	0.24632	18.20598	0.24594	7.41528	0.15696	1048	13.8	3.315	08
22030	18.61130	0.24866	19.42525	0.25404	18.55482	0.24828	18.55482	0.24828	7.61462	0.15905	1048	13.9	3.31	08
22331	18.49502	0.24788	18.85714	0.25030	18.61130	0.24866	18.43854	0.24750	7.56478	0.15853	1048	13.8	3.315	07
22632	18.45515	0.24761	18.86047	0.25032	18.54153	0.24819	18.11960	0.24535	7.26578	0.15537	1048	13.8	3.315	07
22933	18.71096	0.24932	18.86047	0.25032	18.33887	0.24683	18.12625	0.24540	7.24917	0.15519	1048	13.9	3.31	07
23234	18.30565	0.24661	18.76080	0.24966	17.91694	0.24398	17.94352	0.24416	7.38206	0.15660	1047	13.9	3.31	08
23534	18.57000	0.24880	18.78000	0.25020	18.19667	0.24628	18.02667	0.24513	7.31667	0.15617	1047	13.9	3.31	08
23835	18.73754	0.24950	19.27907	0.25308	18.37874	0.24710	18.26578	0.24634	7.52824	0.15815	1047	13.8	3.291	04
24136	18.52159	0.24806	19.08970	0.25184	18.72093	0.24939	18.61130	0.24866	7.60133	0.15891	1047	13.8	3.31	07
24437	18.51495	0.24802	18.96346	0.25100	18.43522	0.24748	18.16279	0.24565	7.45183	0.15734	1047	13.9	3.315	05
24738	18.75748	0.24963	19.08306	0.25179	18.38538	0.24715	18.12625	0.24540	7.46179	0.15745	1047	13.7	3.31	07
25039	18.68439	0.24915	18.82724	0.25010	18.64784	0.24890	18.46844	0.24770	7.56146	0.15850	1047	13.7	3.305	06
25340	18.18937	0.24582	18.90365	0.25060	18.28239	0.24645	17.83389	0.24341	7.37874	0.15657	1047	13.8	3.31	07
25640	18.52000	0.24846	19.29000	0.25357	18.63000	0.24920	18.69667	0.24964	7.74333	0.16066	1047	13.7	3.305	05
25941	18.54817	0.24824	18.81395	0.25001	18.34884	0.24690	17.90698	0.24391	7.45847	0.15741	1047	13.8	3.31	07
26242	19.06977	0.25170	19.54153	0.25480	18.64120	0.24886	18.41860	0.24737	7.72093	0.16016	1047	13.7	3.31	08
26543	18.90033	0.25058	19.17940	0.25243	18.57143	0.24839	18.14286	0.24551	7.54153	0.15829	1047	13.8	3.31	07
26844	18.66113	0.24899	19.52824	0.25471	18.72425	0.24941	18.56811	0.24837	7.51495	0.15801	1047	13.7	3.3	08
27145	18.74086	0.24952	18.57475	0.24842	17.96013	0.24427	17.99336	0.24450	7.22591	0.15494	1047	13.7	3.31	08
27446	18.36545	0.24701	18.89701	0.25056	17.89701	0.24384	17.98671	0.24445	7.25914	0.15530	1047	13.7	3.31	08
27746	18.68667	0.24958	19.25667	0.25336	18.77667	0.25018	18.54333	0.24862	7.51333	0.15825	1047	13.8	3.31	07
28047	18.37542	0.24708	18.69767	0.24924	17.96013	0.24427	18.14950	0.24556	7.18272	0.15448	1047	13.7	3.31	08
28348	18.74086	0.24952	19.12625	0.25208	18.39203	0.24719	18.29236	0.24652	7.57807	0.15867	1047	13.8	3.31	08
28649	18.68106	0.24913	19.05980	0.25164	18.68439	0.24915	18.91362	0.25067	7.76080	0.16057	1047	13.7	3.3	07
28950	18.70764	0.24930	19.09302	0.25186	18.63123	0.24879	18.43854	0.24750	7.57807	0.15867	1047	13.7	3.31	08
29251	18.77409	0.24974	19.02326	0.25140	18.37542	0.24708	18.45847	0.24764	7.47841	0.15762	1046	13.6	3.31	07
29552	18.02990	0.24474	18.76744	0.24970	18.20598	0.24594	18.05316	0.24490	7.45515	0.15738	1046	13.6	3.305	08
29852	18.88333	0.25089	19.22000	0.25311	18.74667	0.24998	18.70333	0.24969	7.86667	0.16193	1046	13.5	3.31	07
30153	18.72757	0.24944	18.91030	0.25065	18.50498	0.24795	18.13953	0.24549	7.29236	0.15565	1046	13.6	3.31	08
30454	18.53488	0.24815	18.86379	0.25034	18.13621	0.24547	18.00664	0.24459	7.48837	0.15773	1046	13.4	3.31	06
30755	18.94020	0.25085	19.28571	0.25312	18.52159	0.24806	18.32558	0.24674	7.67110	0.15964	1046	13.5	3.31	07
31056	18.82392	0.25008	19.22924	0.25275	18.68771	0.24917	18.11628	0.24533	7.67110	0.15964	1045	13.5	3.31	05
31357	18.99336	0.25120	18.93688	0.25083	18.25581	0.24627	18.33555	0.24681	7.70764	0.16002	1045	13.4	3.31	08
31658	18.48173	0.24779	18.81395	0.25001	18.23588	0.24614	18.20930	0.24596	7.55150	0.15839	1045	13.5	3.305	05
31958	19.00667	0.25171	19.53333	0.25517	19.03667	0.25190	18.58000	0.24886	7.74667	0.16069	1045	13.5	3.31	09
32259	19.05648	0.25162	19.37542	0.25371	18.92027	0.25072	18.50166	0.24793	7.75083	0.16047	1045	13.5	3.31	07
32560	18.69103	0.24919	19.44186	0.25415	18.49834	0.24790	18.05980	0.24495	7.48837	0.15773	1045	13.4	3.31	05
32861	18.54153	0.24819	19.31561	0.25332	18.52492	0.24808	18.28239	0.24645	7.55814	0.15846	1044	13.4	3.31	09
33162	18.83721	0.25016	19.29568	0.25319	18.47176	0.24773	18.42193	0.24739	7.39203	0.15671	1044	13.4	3.31	08
33463	18.97342	0.25107	19.22924	0.25275	18.65781	0.24897	18.49502	0.24788	7.55482	0.15843	1044	13.3	3.31	08
33764	18.93023	0.25078	19.31561	0.25332	18.68106	0.24913	18.60797	0.24864	7.68771	0.15981	1044	13.3	3.31	08
34064	19.06667	0.25210	19.19667	0.25296	18.00333	0.24497	18.40333	0.24768	7.44333	0.15752	1044	13.3	3.31	08
34365	18.95349	0.25094	19.08638	0.25181	18.03987	0.24481	18.09302	0.24517	7.55814	0.15846	1044	13.3	3.31	09
34666	18.41528	0.24735	18.99668	0.25122	18.08306	0.24511	18.10631	0.24526	7.32226	0.15597	1044	13.3	3.3	08
34967	18.42193	0.24739	18.50498	0.24795	18.10963	0.24529	17.92691	0.24404	7.15947	0.15423	1044	13.4	3.31	09
35268	18.89369	0.25054	19.53156	0.25473	18.60797	0.24864	18.73754	0.24950	7.75415	0.16050	1043	13.2	3.315	07
35569	18.80066	0.24992	19.23588	0.25280	18.53488	0.24815	18.31229	0.24665	7.58140	0.15871	1043	13.3	3.31	06
35870	18.64784	0.24890	19.06977	0.25170	18.28239	0.24645	18.63455	0.24881	7.48837	0.15773	1043	13.3	3.281	10
36170	18.65333	0.24935	19.05000	0.25199	18.63000	0.24920	18.38667	0.24757	7.39667	0.15702	1043	13.3	3.31	08
36471	18.53488	0.24815	19.14618	0.25221	18.21927	0.24603	18.47841	0.24777	7.39535	0.15675	1043	13.2	3.31	09
36772	19.03654	0.25148	19.58804	0.25510	18.99003	0.25118	19.08638	0.25181	7.98007	0.16282	1043	13.1	3.31	09
37073	19.46844	0.25432	19.70100	0.25584	18.47176	0.24773	18.70764	0.24930	7.79402	0.16092	1043	13.1	3.31	09
37374	18.55482	0.24828	19.28904	0.25315	18.18937	0.24582	18.24917	0.24623	7.48173	0.15766	1042	13.1	3.31	06
37675	18.30897	0.24663	19.08638	0.25181	18.60797	0.24864	18.59468	0.24855	7.67442	0.15968	1042	13	3.31	07
37976	19.02990	0.25144	19.46512	0.25430	18.71761	0.24937	18.34884	0.24690	7.76080	0.16057	1042	13	3.305	08
38276	19.06333	0.25208	19.26000	0.25338	18.78667	0.25024	18.58333	0.24889	7.59333	0.15909	1042	13	3.31	07
38577	19.12292	0.25205	19.43189	0.25408	18.63123	0.24879	18.61130	0.24866	7.61462	0.15905	1042	13	3.31	08
38878	18.53156	0.24813	18.92691	0.25076	18.56146	0.24833	18.56146	0.24833	7.61130	0.15902	1041	12.9	3.31	07
39179	19.14950	0.25223	19.59468	0.25514	18.73090	0.24946	18.62126	0.24873	7.85382	0.16153	1041	12.8	3.31	07
39480	18.74086	0.24952	19.16944	0.25236	18.75083	0.24959	18.66113	0.24899	7.74419	0.16040	1041	13	3.31	08
39781	18.56478	0.24835	18.96346	0.25100	18.22924	0.24609	18.47508	0.24775	7.52824	0.15815	1041	13.1	3.31	09
40082	18.32558	0.24674	19.00997	0.25131	18.07973	0.24508	18.05980	0.24495	7.38870	0.15668	1041	13.5	3.31	06
40382	18.94667	0.25131	19.24000	0.25325	18.51667	0.24844	18.63667	0.24924	7.50000	0.15811	1041	14.2	3.31	07
40683	18.60797	0.24864	18.89369	0.25054	18.45515	0.24761	18.55814	0.24830	7.60465	0.15895	1041	15	3.31	08
40984	18.98007	0.25111	19.38206	0.25376	18.53156	0.24813	18.19601	0.24587	7.58804	0.15877	1041	15.3	3.31	07
41285	18.86047	0.25032	18.80731	0.24997	18.31561	0.24668	18.49502	0.24788	7.60133	0.15891	1040	15.6	3.31	08
41586	18.66113	0.24899	19.00997	0.25131	18.44518	0.24755	18.50831	0.24797	7.63455	0.15926	1040	15.4	3.31	08
41887	19.18272	0.25245	19.14618	0.25221	18.63787	0.24884	18.71429	0.24935	7.54485	0.15832	1040	14.8	3.31	05
42188	18.38206	0.24712	19.10299	0.25192	18.81063	0.24999	18.70764	0.24930	7.46179	0.15745	1040	14.6	3.31	05
42488	18.23667	0.24655	19.18333	0.25287	18.60667	0.24904	18.27333	0.24680	7.44667	0.15755	1040	14.3	3.31	06
42789	19.18605	0.25247	19.38870	0.25380	18.56478	0.24835	18.92027	0.25072	7.71429	0.16009	1040	14.2	3.31	05
43090	18.72757	0.24944	19.06977	0.25170	18.33887	0.24683	18.27575	0.24641	7.41196	0.15692	1040	14.2	3.291	05
43391	18.67774	0.24910	19.46512	0.25430	18.72093	0.24939	18.86379	0.25034	7.84385	0.16143	1040	14.6	3.31	05
43692	18.15615	0.24560	18.52824	0.24810	18.21927	0.24603	18.14950	0.24556	7.33555	0.15611	1040	14.5	3.31	06
43993	18.66445	0.24901	18.79734	0.24990	18.00332	0.24456	18.12957	0.24542	7.38538	0.15664	1040	14.7	3.31	05
44294	18.57807	0.24844	19.21595	0.25267	18.30565	0.24661	18.41860	0.24737	7.45515	0.15738	1039	15	3.31	06
44594	18.74667	0.24998	19.35667	0.25401	18.63000	0.24920	18.47333	0.24815	7.65000	0.15969	1039	15.4	3.31	05
44895	18.39203	0.24719	19.09635	0.25188	18.15947	0.24562	18.53821	0.24817	7.57807	0.15867	1039	15.4	3.31	06
45196	18.52492	0.24808	19.14950	0.25223	18.18937	0.24582	18.13289	0.24544	7.47508	0.15759	1039	15	3.3	06
45497	18.94020	0.25085	19.55482	0.25488	18.73090	0.24946	18.55814	0.24830	7.67774	0.15971	1038	15.2	3.31	05
45798	18.47176	0.24773	19.15282	0.25225	18.47176	0.24773	18.44186	0.24753	7.66113	0.15954	1038	15.5	3.31	05
46099	18.68439	0.24915	18.87375	0.25041	18.50166	0.24793	18.44518	0.24755	7.60133	0.15891	1038	15.7	3.296	05
46400	18.69103	0.24919	19.26578	0.25299	18.63455	0.24881	18.75748	0.24963	7.60797	0.15898	1038	15.4	3.31	07
46700	18.55333	0.24869	18.94333	0.25129	18.18000	0.24617	18.58333	0.24889	7.64667	0.15965	1038	15.2	3.31	07
47001	19.07973	0.25177	19.36545	0.25365	18.95681	0.25096	18.72093	0.24939	7.75415	0.16050	1038	14.9	3.31	07
47302	18.84053	0.25019	18.90698	0.25063	18.41860	0.24737	18.41860	0.24737	7.74419	0.16040	1038	14.7	3.315	06
47603	18.88372	0.25047	19.28239	0.25310	18.50166	0.24793	18.27575	0.24641	7.61462	0.15905	1038	14.9	3.3	08
47904	18.25249	0.24625	18.52159	0.24806	18.06312	0.24497	17.86379	0.24361	7.03322	0.15286	1038	15.2	3.31	09
48205	18.57475	0.24842	18.82060	0.25005	18.22924	0.24609	18.54817	0.24824	7.51163	0.15797	1037	15.7	3.286	07
48506	18.54485	0.24822	19.35548	0.25358	18.85382	0.25027	18.70100	0.24926	7.72757	0.16023	1037	15.4	3.305	07
48806	19.35333	0.25399	19.51000	0.25502	18.68333	0.24956	18.67667	0.24951	7.82667	0.16152	1037	15.3	3.31	06
49107	19.14286	0.25219	19.15947	0.25229	18.23920	0.24616	18.47841	0.24777	7.57143	0.15860	1037	15	3.31	07
49408	18.83056	0.25012	19.31894	0.25334	18.76080	0.24966	18.78405	0.24981	7.63787	0.15930	1037	14.8	3.31	08
49709	18.84053	0.25019	19.29236	0.25317	18.66777	0.24904	18.39535	0.24721	7.44850	0.15731	1037	15	3.31	09
50010	18.91694	0.25069	19.88704	0.25704	18.92691	0.25076	18.73090	0.24946	7.95017	0.16252	1037	15	3.31	08
50311	18.84718	0.25023	19.19269	0.25251	18.60465	0.24862	18.55814	0.24830	7.62458	0.15916	1037	14.8	3.31	06
50612	18.19934	0.24589	18.80731	0.24997	17.91694	0.24398	18.27243	0.24639	7.27907	0.15551	1037	14.9	3.315	08
50912	19.29333	0.25360	19.61000	0.25567	18.73333	0.24989	18.93333	0.25122	7.93667	0.16265	1036	15.2	3.31	08
51213	18.71429	0.24935	19.09967	0.25190	18.16611	0.24567	18.60465	0.24862	7.61130	0.15902	1036	15.4	3.305	06
51514	19.01329	0.25133	19.33555	0.25345	18.52492	0.24808	18.56146	0.24833	7.81395	0.16112	1036	15.7	3.31	08
51815	19.00997	0.25131	18.78738	0.24983	18.52824	0.24810	18.72425	0.24941	7.65116	0.15943	1036	15.7	3.281	07
52116	19.06645	0.25168	19.19934	0.25256	18.97342	0.25107	18.50498	0.24795	7.98007	0.16282	1036	15.7	3.296	10
52417	18.69767	0.24924	19.67110	0.25564	18.44518	0.24755	18.92359	0.25074	7.83721	0.16136	1036	15.8	3.31	10
52718	18.57143	0.24839	19.29236	0.25317	18.63123	0.24879	18.47508	0.24775	7.64784	0.15940	1035	15.9	3.31	08
53018	18.64333	0.24929	19.17333	0.25281	18.34333	0.24727	18.46667	0.24810	7.49000	0.15801	1035	15.7	3.305	04
53319	18.68439	0.24915	19.30565	0.25326	18.52492	0.24808	18.75415	0.24961	7.69767	0.15992	1035	15.6	3.291	08
53620	19.23920	0.25282	19.65116	0.25551	18.68439	0.24915	18.74419	0.24955	7.85382	0.16153	1035	15.4	3.31	08
53921	19.08970	0.25184	19.40199	0.25389	18.53821	0.24817	18.96013	0.25098	7.74419	0.16040	1035	15.2	3.31	07
54222	18.46844	0.24770	19.22259	0.25271	18.23256	0.24612	17.96346	0.24429	7.43854	0.15720	1035	15.2	3.296	08
54523	19.05316	0.25159	19.53156	0.25473	18.73754	0.24950	18.56811	0.24837	7.73090	0.16026	1034	15.2	3.305	06
54824	18.80066	0.24992	19.18937	0.25249	18.42525	0.24741	18.63455	0.24881	7.70100	0.15995	1035	15.5	3.31	06
55124	19.35333	0.25399	20.10000	0.25884	19.04333	0.25195	19.06000	0.25206	7.92000	0.16248	1034	15.5	3.31	07
55425	18.91362	0.25067	19.43522	0.25410	18.89037	0.25052	18.68439	0.24915	7.72425	0.16019	1034	15.7	3.31	07
55726	18.76744	0.24970	18.96346	0.25100	18.45183	0.24759	18.84053	0.25019	7.67110	0.15964	1033	15.6	3.31	07
56027	19.14618	0.25221	19.48173	0.25441	18.86711	0.25036	18.95681	0.25096	7.78405	0.16081	1033	16.2	3.305	06
56328	18.92691	0.25076	19.31561	0.25332	18.67110	0.24906	18.68771	0.24917	7.79402	0.16092	1033	16	3.31	05
56629	19.06977	0.25170	19.69767	0.25581	18.71761	0.24937	18.87375	0.25041	7.77741	0.16074	1033	15.8	3.305	07
56930	19.21595	0.25267	19.79734	0.25646	19.01329	0.25133	19.10299	0.25192	7.92027	0.16221	1032	15.8	3.31	07
57230	19.10333	0.25234	19.47333	0.25478	19.03333	0.25188	19.31333	0.25373	7.84667	0.16173	1032	15.5	3.31	06
57531	19.15947	0.25229	19.67442	0.25566	19.14950	0.25223	18.78073	0.24979	7.78405	0.16081	1032	15.1	3.315	06
57832	18.95681	0.25096	19.61130	0.25525	18.93688	0.25083	18.89369	0.25054	7.84718	0.16146	1031	15	3.31	05
58133	18.91694	0.25069	19.54817	0.25484	18.53488	0.24815	18.95681	0.25096	7.73754	0.16033	1031	14.9	3.31	06
58434	18.63123	0.24879	19.31894	0.25334	18.40864	0.24730	18.50831	0.24797	7.69435	0.15988	1030	14.9	3.31	05
58735	19.01993	0.25137	19.34884	0.25354	18.58472	0.24848	18.76080	0.24966	7.75415	0.16050	1030	14.9	3.31	07
59036	18.93023	0.25078	19.24252	0.25284	18.56478	0.24835	18.58804	0.24850	7.64452	0.15936	1030	15.2	3.31	06
59336	19.22667	0.25316	20.00667	0.25824	19.35667	0.25401	19.16333	0.25274	7.92000	0.16248	1030	15.3	3.31	05
59637	18.38538	0.24715	18.99336	0.25120	18.52159	0.24806	18.19269	0.24585	7.27907	0.15551	1029	15.5	3.305	09
59938	19.41528	0.25397	19.82724	0.25665	18.96678	0.25102	19.35880	0.25360	8.10963	0.16414	1029	15.7	3.31	07
60239	19.00664	0.25129	19.62791	0.25536	18.80731	0.24997	18.83389	0.25014	7.78405	0.16081	1029	16	3.31	07
60540	19.06645	0.25168	19.28239	0.25310	18.41860	0.24737	18.52492	0.24808	7.63787	0.15930	1028	15.9	3.31	08
60841	19.09635	0.25188	20.11960	0.25854	18.98339	0.25113	19.02326	0.25140	7.90365	0.16204	1029	15.7	3.31	08
61142	19.55482	0.25488	19.82392	0.25663	19.04319	0.25153	19.30233	0.25323	8.00997	0.16313	1028	15.5	3.31	09
61442	19.05333	0.25201	19.51000	0.25502	18.57000	0.24880	18.52667	0.24851	7.84333	0.16169	1028	15.4	3.31	07
61743	19.28239	0.25310	19.88372	0.25702	18.85382	0.25027	18.66113	0.24899	7.83721	0.16136	1028	15.2	3.31	05
62044	19.36213	0.25363	19.69767	0.25581	18.63787	0.24884	19.03987	0.25151	7.98671	0.16289	1028	15.1	3.31	07
62345	19.41860	0.25400	19.32558	0.25339	18.60133	0.24859	18.41860	0.24737	7.80066	0.16098	1028	15	3.31	07
